,symbol,title,actual,forecast,previous,datetime,preceding_price
53525,JPY,Household Spending y/y,60.67,-0.005,0.002,2009-08-27 19:30:00,0.0
53495,JPY,Average Cash Earnings y/y,0.0,-0.063,-0.07,2009-08-30 21:30:00,0.0
53490,JPY,Retail Sales y/y,32.85,-0.033,-0.028999999999999998,2009-08-30 19:50:00,0.0
53489,JPY,Prelim Industrial Production m/m,82.03,0.013999999999999999,0.023,2009-08-30 19:50:00,0.0
53488,JPY,Final Manufacturing PMI,75.68,,50.4,2009-08-30 19:15:00,0.0
53486,JPY,10-y Bond Auction,33.08,,2.175,2009-08-31 23:45:00,0.0
53471,JPY,Monetary Base y/y,36.41,0.066,0.061,2009-09-01 19:50:00,1.0
53432,JPY,Capital Spending q/y,0.0,-0.22899999999999998,-0.253,2009-09-03 19:50:00,0.0
53400,JPY,M2 Money Stock y/y,54.05,0.027000000000000003,0.027000000000000003,2009-09-07 19:50:00,0.0
53399,JPY,Current Account,77.25,1410000000000.0,1800000000000.0,2009-09-07 19:50:00,0.0
53398,JPY,Bank Lending y/y,73.21,,0.021,2009-09-07 19:50:00,0.0
53374,JPY,PPI y/y,0.0,-0.083,-0.085,2009-09-09 19:50:00,0.0
53370,JPY,Core Machinery Orders m/m,73.74,-0.032,0.09699999999999999,2009-09-09 19:50:00,0.0
53348,JPY,Final GDP q/q,89.09,0.009000000000000001,0.009000000000000001,2009-09-10 19:50:00,0.0
53343,JPY,Final GDP Price Index y/y,54.69,0.005,0.005,2009-09-10 19:50:00,0.0
53270,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-09-16 23:39:00,0.0
53267,JPY,Tertiary Industry Activity m/m,69.32,0.006,0.002,2009-09-16 19:50:00,0.0
53266,JPY,BSI Manufacturing Index,64.79,-11.4,-13.2,2009-09-16 19:50:00,0.0
53203,JPY,Trade Balance,68.51,180000000000.0,220000000000.0,2009-09-23 19:50:00,0.0
53180,JPY,SPPI y/y,1.39,-0.035,-0.034,2009-09-24 19:50:00,0.0
53150,JPY,National Core CPI y/y,3.45,-0.023,-0.022000000000000002,2009-09-28 19:30:00,0.0
53149,JPY,Tokyo Core CPI y/y,6.0,-0.02,-0.019,2009-09-28 19:30:00,0.0
53141,JPY,Average Cash Earnings y/y,14.89,-0.039,-0.055999999999999994,2009-09-29 21:30:00,0.0
53135,JPY,Prelim Industrial Production m/m,81.11,0.019,0.021,2009-09-29 19:50:00,0.0
53133,JPY,Final Manufacturing PMI,88.03,,53.6,2009-09-29 19:15:00,0.0
53119,JPY,Tankan Non-Manufacturing Index,3.57,-25.0,-29.0,2009-09-30 19:50:00,0.0
53118,JPY,Retail Sales y/y,35.27,-0.024,-0.024,2009-09-30 19:50:00,0.0
53117,JPY,Tankan Manufacturing Index,12.05,-32.0,-48.0,2009-09-30 19:50:00,0.0
53092,JPY,Monetary Base y/y,36.41,0.062,0.061,2009-10-01 19:50:00,0.0
53091,JPY,Unemployment Rate,80.56,0.057999999999999996,0.057,2009-10-01 19:30:00,0.0
53090,JPY,Household Spending y/y,48.31,-0.001,-0.02,2009-10-01 19:30:00,0.0
53042,JPY,10-y Bond Auction,30.77,,2.115,2009-10-05 23:45:00,0.0
53012,JPY,30-y Bond Auction,55.34,,2.8099999999999996,2009-10-07 23:45:00,0.0
53008,JPY,Current Account,58.08,1170000000000.0,1160000000000.0,2009-10-07 19:50:00,0.0
52998,JPY,Core Machinery Orders m/m,25.76,0.022000000000000002,-0.09300000000000001,2009-10-08 19:50:00,0.0
52960,JPY,M2 Money Stock y/y,56.76,0.028999999999999998,0.027999999999999997,2009-10-12 19:50:00,0.0
52959,JPY,Bank Lending y/y,67.86,,0.018000000000000002,2009-10-12 19:50:00,0.0
52948,JPY,PPI y/y,0.0,-0.079,-0.085,2009-10-13 19:50:00,0.0
52876,JPY,Tertiary Industry Activity m/m,73.86,0.001,0.006,2009-10-18 19:50:00,0.0
52841,JPY,Trade Balance,66.78,380000000000.0,170000000000.0,2009-10-21 19:50:00,0.0
52786,JPY,Retail Sales y/y,38.16,-0.015,-0.018000000000000002,2009-10-27 19:50:00,0.0
52774,JPY,SPPI y/y,0.0,-0.033,-0.035,2009-10-28 19:50:00,1.0
52773,JPY,Prelim Industrial Production m/m,78.8,0.011000000000000001,0.016,2009-10-28 19:50:00,1.0
52759,JPY,Unemployment Rate,75.0,0.055999999999999994,0.055,2009-10-29 19:30:00,-1.0
52758,JPY,National Core CPI y/y,0.0,-0.023,-0.024,2009-10-29 19:30:00,-1.0
52757,JPY,Tokyo Core CPI y/y,2.0,-0.02,-0.021,2009-10-29 19:30:00,-1.0
52756,JPY,Household Spending y/y,74.16,0.012,0.026000000000000002,2009-10-29 19:30:00,-1.0
52755,JPY,Final Manufacturing PMI,91.51,,54.5,2009-10-29 19:15:00,-1.0
52718,JPY,Average Cash Earnings y/y,45.74,-0.02,-0.027000000000000003,2009-11-01 21:30:00,1.0
52688,JPY,Monetary Base y/y,34.36,0.045,0.045,2009-11-03 19:50:00,0.0
52674,JPY,10-y Bond Auction,40.96,,2.38,2009-11-04 23:45:00,0.0
52608,JPY,M2 Money Stock y/y,62.16,0.032,0.03,2009-11-09 19:50:00,0.0
52607,JPY,Current Account,60.18,1530000000000.0,1230000000000.0,2009-11-09 19:50:00,0.0
52606,JPY,Bank Lending y/y,64.29,,0.016,2009-11-09 19:50:00,0.0
52590,JPY,Core Machinery Orders m/m,50.51,0.034,0.005,2009-11-10 19:50:00,0.0
52561,JPY,PPI y/y,3.16,-0.06,-0.08,2009-11-11 19:50:00,0.0
52512,JPY,Prelim GDP Price Index y/y,53.23,0.001,0.005,2009-11-15 19:50:00,0.0
52511,JPY,Prelim GDP q/q,83.33,0.006999999999999999,0.006999999999999999,2009-11-15 19:50:00,0.0
52505,JPY,Tertiary Industry Activity m/m,70.45,0.001,0.003,2009-11-16 19:50:00,0.0
52463,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-11-19 23:34:00,0.0
52418,JPY,SPPI y/y,4.17,-0.025,-0.032,2009-11-24 19:50:00,0.0
52417,JPY,Trade Balance,62.98,310000000000.0,60000000000.0,2009-11-24 19:50:00,0.0
52408,EUR,Belgian NBB Business Climate,46.52,-11.3,-14.2,2009-11-24 10:00:00,0.0
52376,JPY,Unemployment Rate,69.44,0.054000000000000006,0.053,2009-11-26 19:30:00,0.0
52375,JPY,Retail Sales y/y,40.58,-0.015,-0.013000000000000001,2009-11-26 19:50:00,0.0
52374,JPY,National Core CPI y/y,1.72,-0.022000000000000002,-0.023,2009-11-26 19:30:00,0.0
52373,JPY,Tokyo Core CPI y/y,0.0,-0.02,-0.022000000000000002,2009-11-26 19:30:00,0.0
52372,JPY,Household Spending y/y,65.17,0.006,0.01,2009-11-26 19:30:00,0.0
52357,JPY,Average Cash Earnings y/y,55.32,-0.017,-0.018000000000000002,2009-11-29 21:30:00,0.0
52351,JPY,Prelim Industrial Production m/m,81.11,0.025,0.021,2009-11-29 19:50:00,0.0
52349,JPY,Final Manufacturing PMI,90.73,,54.3,2009-11-29 19:15:00,0.0
52346,JPY,10-y Bond Auction,23.27,,1.92,2009-11-30 23:45:00,0.0
52328,JPY,Monetary Base y/y,34.23,0.047,0.044000000000000004,2009-12-01 19:50:00,0.0
52301,JPY,Capital Spending q/y,8.55,-0.158,-0.217,2009-12-02 19:50:00,0.0
52260,JPY,30-y Bond Auction,51.91,,2.7199999999999998,2009-12-07 23:45:00,0.0
52256,JPY,M2 Money Stock y/y,72.97,0.035,0.034,2009-12-07 19:50:00,0.0
52255,JPY,Current Account,63.47,1590000000000.0,1340000000000.0,2009-12-07 19:50:00,0.0
52254,JPY,Bank Lending y/y,60.71,,0.013999999999999999,2009-12-07 19:50:00,0.0
52239,JPY,Final GDP q/q,94.55,0.008,0.012,2009-12-08 19:50:00,1.0
52238,JPY,Final GDP Price Index y/y,50.0,0.002,0.002,2009-12-08 19:50:00,1.0
52214,JPY,PPI y/y,10.76,-0.051,-0.068,2009-12-09 19:50:00,0.0
52213,JPY,Core Machinery Orders m/m,75.76,-0.044000000000000004,0.105,2009-12-09 19:50:00,0.0
52148,JPY,Tankan Non-Manufacturing Index,12.5,-23.0,-24.0,2009-12-13 19:50:00,0.0
52147,JPY,Tankan Manufacturing Index,30.12,-26.0,-33.0,2009-12-13 19:50:00,0.0
52132,JPY,Tertiary Industry Activity m/m,60.23,0.005,-0.006,2009-12-15 19:50:00,0.0
52083,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-12-17 23:13:00,0.0
52054,JPY,Trade Balance,76.82,270000000000.00003,460000000000.0,2009-12-20 19:50:00,0.0
52040,EUR,Belgian NBB Business Climate,60.96,-5.5,-8.8,2009-12-22 10:00:00,0.0
52030,JPY,BSI Manufacturing Index,100.0,11.2,15.5,2009-12-23 19:50:00,0.0
52012,JPY,Unemployment Rate,63.89,0.052000000000000005,0.051,2009-12-24 19:30:00,0.0
52011,JPY,SPPI y/y,16.67,-0.019,-0.023,2009-12-24 19:50:00,0.0
52010,JPY,National Core CPI y/y,3.45,-0.017,-0.022000000000000002,2009-12-24 19:30:00,0.0
52009,JPY,Tokyo Core CPI y/y,6.0,-0.018000000000000002,-0.019,2009-12-24 19:30:00,0.0
52008,JPY,Household Spending y/y,68.54,0.005,0.016,2009-12-24 19:30:00,0.0
51993,JPY,Average Cash Earnings y/y,54.26,-0.018000000000000002,-0.019,2009-12-27 21:30:00,0.0
51992,JPY,Retail Sales y/y,42.03,-0.011000000000000001,-0.01,2009-12-27 19:50:00,0.0
51991,JPY,Prelim Industrial Production m/m,73.73,0.025,0.005,2009-12-27 19:50:00,0.0
51986,JPY,Final Manufacturing PMI,83.01,,52.3,2009-12-29 19:15:00,0.0
51947,JPY,Monetary Base y/y,33.46,0.035,0.038,2010-01-04 19:50:00,0.0
51930,JPY,10-y Bond Auction,27.31,,2.025,2010-01-05 23:45:00,0.0
51852,JPY,M2 Money Stock y/y,70.27,0.033,0.033,2010-01-11 19:50:00,0.0
51851,JPY,Current Account,64.67,1220000000000.0,1380000000000.0,2010-01-11 19:50:00,0.0
51850,JPY,Bank Lending y/y,39.29,,0.002,2010-01-11 19:50:00,0.0
51828,JPY,PPI y/y,22.15,-0.038,-0.05,2010-01-13 19:50:00,0.0
51827,JPY,Core Machinery Orders m/m,37.88,0.003,-0.045,2010-01-13 19:50:00,0.0
51776,JPY,Tertiary Industry Activity m/m,71.59,-0.001,0.004,2010-01-19 19:50:00,0.0
51724,EUR,Consumer Confidence,42.31,-15.0,-16.0,2010-01-21 11:00:00,0.0
51705,EUR,Belgian NBB Business Climate,63.37,-7.0,-7.9,2010-01-22 10:00:00,-1.0
51697,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-01-25 23:26:00,0.0
51694,JPY,SPPI y/y,18.06,-0.013999999999999999,-0.022000000000000002,2010-01-25 19:50:00,0.0
51688,JPY,Trade Balance,78.89,610000000000.0,520000000000.0,2010-01-26 19:50:00,0.0
51669,JPY,Retail Sales y/y,41.55,0.003,-0.011000000000000001,2010-01-27 19:50:00,0.0
51651,JPY,Prelim Industrial Production m/m,81.57,0.025,0.022000000000000002,2010-01-28 19:50:00,0.0
51649,JPY,Unemployment Rate,66.67,0.053,0.052000000000000005,2010-01-28 19:30:00,0.0
51648,JPY,National Core CPI y/y,12.07,-0.013000000000000001,-0.017,2010-01-28 19:30:00,0.0
51647,JPY,Tokyo Core CPI y/y,6.0,-0.018000000000000002,-0.019,2010-01-28 19:30:00,0.0
51645,JPY,Household Spending y/y,71.91,0.016,0.022000000000000002,2010-01-28 19:30:00,0.0
51644,JPY,Final Manufacturing PMI,88.8,,53.8,2010-01-28 19:15:00,1.0
49137,JPY,10-y Bond Auction,44.62,,2.475,2010-03-01 23:45:00,0.0
49133,JPY,Monetary Base y/y,34.87,0.048,0.049,2010-03-01 19:50:00,0.0
49131,JPY,Unemployment Rate,66.67,0.051,0.052000000000000005,2010-03-01 19:30:00,0.0
49130,JPY,Household Spending y/y,71.35,0.026000000000000002,0.021,2010-03-01 19:30:00,0.0
49107,JPY,Average Cash Earnings y/y,11.7,-0.012,-0.059000000000000004,2010-03-02 21:30:00,0.0
49089,JPY,Capital Spending q/y,1.19,-0.18100000000000002,-0.248,2010-03-03 19:50:00,0.0
49046,JPY,M2 Money Stock y/y,59.46,0.027999999999999997,0.028999999999999998,2010-03-07 19:50:00,-1.0
49045,JPY,Current Account,62.28,1250000000000.0,1300000000000.0,2010-03-07 19:50:00,-1.0
49044,JPY,Bank Lending y/y,8.93,,-0.015,2010-03-07 19:50:00,-1.0
49042,JPY,30-y Bond Auction,66.6,,3.105,2010-03-08 23:45:00,0.0
49030,JPY,PPI y/y,40.51,-0.013999999999999999,-0.021,2010-03-09 19:50:00,0.0
49027,JPY,Core Machinery Orders m/m,100.0,-0.038,0.201,2010-03-09 19:50:00,0.0
49003,JPY,Final GDP Price Index y/y,0.0,-0.028999999999999998,-0.03,2010-03-10 19:52:00,0.0
49002,JPY,Final GDP q/q,92.73,0.01,0.011000000000000001,2010-03-10 19:50:00,0.0
48930,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-03-16 23:49:00,0.0
48926,JPY,Tertiary Industry Activity m/m,56.82,0.013000000000000001,-0.009000000000000001,2010-03-16 19:50:00,0.0
48907,JPY,BSI Manufacturing Index,97.18,15.3,13.2,2010-03-17 19:50:00,0.0
48851,EUR,Consumer Confidence,38.46,-17.0,-17.0,2010-03-22 11:00:00,0.0
48848,JPY,Trade Balance,83.39,410000000000.0,650000000000.0,2010-03-23 19:50:00,0.0
48843,EUR,Belgian NBB Business Climate,65.78,-4.1,-7.0,2010-03-23 10:00:00,0.0
48832,JPY,SPPI y/y,31.94,-0.011000000000000001,-0.012,2010-03-24 19:50:00,0.0
48811,JPY,National Core CPI y/y,18.97,-0.012,-0.013000000000000001,2010-03-25 19:30:00,0.0
48809,JPY,Tokyo Core CPI y/y,8.0,-0.017,-0.018000000000000002,2010-03-25 19:30:00,0.0
48780,JPY,Retail Sales y/y,57.97,0.017,0.023,2010-03-28 19:50:00,0.0
48779,JPY,Prelim Industrial Production m/m,83.87,-0.004,0.027000000000000003,2010-03-29 19:50:00,0.0
48778,JPY,Unemployment Rate,58.33,0.049,0.049,2010-03-29 19:30:00,0.0
48777,JPY,Household Spending y/y,69.1,0.015,0.017,2010-03-29 19:30:00,0.0
48764,JPY,Average Cash Earnings y/y,72.34,0.0,-0.002,2010-03-30 21:30:00,0.0
48760,JPY,Final Manufacturing PMI,83.78,,52.5,2010-03-30 19:18:00,0.0
48740,JPY,Tankan Non-Manufacturing Index,16.07,-17.0,-22.0,2010-03-31 19:50:00,0.0
48739,JPY,Tankan Manufacturing Index,40.96,-14.0,-24.0,2010-03-31 19:50:00,0.0
48724,JPY,Monetary Base y/y,31.41,0.023,0.022000000000000002,2010-04-01 19:50:00,-1.0
48687,JPY,10-y Bond Auction,40.38,,2.365,2010-04-05 23:45:00,0.0
48677,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-04-06 23:03:00,0.0
48660,JPY,Current Account,74.55,1250000000000.0,1710000000000.0,2010-04-07 19:50:00,1.0
48658,JPY,Core Machinery Orders m/m,39.9,0.038,-0.037000000000000005,2010-04-07 19:50:00,1.0
48599,JPY,M2 Money Stock y/y,54.05,0.027000000000000003,0.027000000000000003,2010-04-11 19:50:00,0.0
48598,JPY,Bank Lending y/y,8.93,,-0.015,2010-04-11 19:50:00,0.0
48594,JPY,30-y Bond Auction,66.41,,3.0999999999999996,2010-04-12 23:45:00,0.0
48593,JPY,PPI y/y,43.67,-0.011000000000000001,-0.016,2010-04-12 19:50:00,0.0
48515,JPY,Tertiary Industry Activity m/m,100.0,-0.009000000000000001,0.028999999999999998,2010-04-19 19:50:00,-1.0
48493,JPY,Trade Balance,77.16,660000000000.0,470000000000.0,2010-04-21 19:50:00,0.0
48470,EUR,Consumer Confidence,38.46,-17.0,-17.0,2010-04-22 10:00:00,0.0
48433,JPY,SPPI y/y,31.94,-0.013000000000000001,-0.012,2010-04-25 19:50:00,0.0
48423,JPY,Retail Sales y/y,67.15,0.037000000000000005,0.042,2010-04-27 19:50:00,2.0
48397,JPY,Average Cash Earnings y/y,68.09,-0.002,-0.006,2010-04-29 21:30:00,0.0
48395,JPY,Prelim Industrial Production m/m,68.66,0.009000000000000001,-0.006,2010-04-29 19:50:00,0.0
48394,JPY,Unemployment Rate,58.33,0.049,0.049,2010-04-29 19:30:00,0.0
48393,JPY,National Core CPI y/y,20.69,-0.012,-0.012,2010-04-29 19:30:00,0.0
48392,JPY,Tokyo Core CPI y/y,8.0,-0.02,-0.018000000000000002,2010-04-29 19:30:00,0.0
48391,JPY,Household Spending y/y,56.74,0.006999999999999999,-0.005,2010-04-29 19:30:00,0.0
48390,JPY,Final Manufacturing PMI,83.4,,52.4,2010-04-29 19:15:00,0.0
48286,JPY,Monetary Base y/y,31.28,0.024,0.021,2010-05-06 19:50:00,2.0
48248,JPY,Overnight Call Rate,0.0,,0.001,2010-05-09 23:11:00,-2.0
48240,JPY,10-y Bond Auction,24.42,,1.95,2010-05-10 23:45:00,1.0
48204,JPY,M2 Money Stock y/y,54.05,0.025,0.027000000000000003,2010-05-12 19:50:00,0.0
48202,JPY,Current Account,55.39,1490000000000.0,1070000000000.0001,2010-05-12 19:50:00,0.0
48201,JPY,Bank Lending y/y,3.57,,-0.018000000000000002,2010-05-12 19:50:00,0.0
48141,JPY,PPI y/y,45.57,-0.002,-0.013000000000000001,2010-05-16 19:50:00,0.0
48140,JPY,Core Machinery Orders m/m,35.61,0.057999999999999996,-0.054000000000000006,2010-05-16 19:50:00,0.0
48136,JPY,Tertiary Industry Activity m/m,63.64,-0.013000000000000001,-0.003,2010-05-17 19:50:00,-1.0
48102,JPY,Prelim GDP Price Index y/y,1.61,-0.028999999999999998,-0.027000000000000003,2010-05-19 19:50:00,-2.0
48101,JPY,Prelim GDP q/q,88.89,0.013999999999999999,0.01,2010-05-19 19:50:00,-2.0
48087,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-05-20 23:41:00,0.0
48079,EUR,Consumer Confidence,46.15,-15.0,-15.0,2010-05-20 10:00:00,0.0
48035,JPY,SPPI y/y,31.94,-0.013999999999999999,-0.012,2010-05-25 19:50:00,-2.0
48020,JPY,Trade Balance,87.54,690000000000.0,770000000000.0,2010-05-26 19:50:00,1.0
48010,JPY,Retail Sales y/y,69.57,0.037000000000000005,0.047,2010-05-27 19:50:00,-1.0
48009,JPY,Unemployment Rate,61.11,0.05,0.05,2010-05-27 19:30:00,-1.0
48008,JPY,National Core CPI y/y,20.69,-0.013000000000000001,-0.012,2010-05-27 19:30:00,-1.0
48007,JPY,Tokyo Core CPI y/y,6.0,-0.015,-0.019,2010-05-27 19:30:00,-1.0
48006,JPY,Household Spending y/y,84.27,0.025,0.044000000000000004,2010-05-27 19:30:00,-1.0
47978,JPY,Average Cash Earnings y/y,85.11,0.009000000000000001,0.01,2010-05-30 21:30:00,1.0
47970,JPY,Prelim Industrial Production m/m,76.96,0.026000000000000002,0.012,2010-05-30 19:50:00,1.0
47969,JPY,Final Manufacturing PMI,88.8,,53.8,2010-05-30 19:15:00,1.0
47968,JPY,10-y Bond Auction,42.12,,2.41,2010-05-31 23:45:00,0.0
47948,JPY,Monetary Base y/y,32.31,0.027999999999999997,0.028999999999999998,2010-06-01 19:50:00,0.0
47923,JPY,Capital Spending q/y,19.0,-0.095,-0.17300000000000001,2010-06-02 19:50:00,0.0
47872,JPY,30-y Bond Auction,60.69,,2.95,2010-06-07 23:45:00,0.0
47871,JPY,M2 Money Stock y/y,59.46,0.027999999999999997,0.028999999999999998,2010-06-07 19:50:00,0.0
47869,JPY,Current Account,76.35,1420000000000.0,1770000000000.0,2010-06-07 19:50:00,0.0
47868,JPY,Bank Lending y/y,3.57,,-0.018000000000000002,2010-06-07 19:50:00,0.0
47858,JPY,Core Machinery Orders m/m,62.88,0.012,0.054000000000000006,2010-06-08 19:50:00,0.0
47835,JPY,PPI y/y,53.16,0.003,-0.001,2010-06-09 19:50:00,1.0
47833,JPY,Final GDP Price Index y/y,0.0,-0.03,-0.03,2010-06-09 19:52:00,1.0
47832,JPY,Final GDP q/q,94.55,0.011000000000000001,0.012,2010-06-09 19:50:00,1.0
47772,JPY,BSI Manufacturing Index,86.26,7.8,4.3,2010-06-13 19:50:00,0.0
47768,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-06-14 23:56:00,0.0
47750,JPY,Tertiary Industry Activity m/m,36.36,0.025,-0.027000000000000003,2010-06-15 19:50:00,-1.0
47671,EUR,Consumer Confidence,34.62,-19.0,-18.0,2010-06-22 10:00:00,1.0
47662,JPY,Trade Balance,78.55,640000000000.0,510000000000.0,2010-06-23 19:52:00,0.0
47661,JPY,SPPI y/y,33.33,-0.01,-0.011000000000000001,2010-06-23 19:50:00,0.0
47640,JPY,National Core CPI y/y,15.52,-0.013000000000000001,-0.015,2010-06-24 19:30:00,0.0
47639,JPY,Tokyo Core CPI y/y,14.0,-0.015,-0.015,2010-06-24 19:30:00,0.0
47618,JPY,Retail Sales y/y,70.53,0.047,0.049,2010-06-27 19:50:00,0.0
47616,JPY,Prelim Industrial Production m/m,77.42,0.001,0.013000000000000001,2010-06-28 19:50:00,0.0
47615,JPY,Unemployment Rate,63.89,0.05,0.051,2010-06-28 19:30:00,0.0
47614,JPY,Household Spending y/y,55.62,0.004,-0.006999999999999999,2010-06-28 19:30:00,0.0
47603,JPY,Average Cash Earnings y/y,91.49,0.009000000000000001,0.016,2010-06-29 21:30:00,0.0
47600,JPY,Final Manufacturing PMI,92.28,,54.7,2010-06-29 19:15:00,0.0
47584,JPY,Tankan Non-Manufacturing Index,30.36,-8.0,-14.0,2010-06-30 19:50:00,0.0
47583,JPY,Tankan Manufacturing Index,53.01,-3.0,-14.0,2010-06-30 19:50:00,0.0
47568,JPY,Monetary Base y/y,33.33,0.038,0.037000000000000005,2010-07-01 19:50:00,-1.0
47534,JPY,10-y Bond Auction,49.04,,2.59,2010-07-05 23:45:00,0.0
47510,JPY,30-y Bond Auction,30.92,,2.17,2010-07-07 23:45:00,0.0
47507,JPY,M2 Money Stock y/y,64.86,0.031,0.031,2010-07-07 19:50:00,-1.0
47506,JPY,Current Account,64.67,1120000000000.0,1380000000000.0,2010-07-07 19:50:00,-1.0
47505,JPY,Bank Lending y/y,0.0,,-0.02,2010-07-07 19:50:00,-1.0
47504,JPY,Core Machinery Orders m/m,59.34,-0.03,0.04,2010-07-07 19:50:00,-1.0
47465,JPY,PPI y/y,56.96,0.006,0.005,2010-07-11 19:50:00,0.0
47424,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-07-14 23:46:00,0.0
47397,JPY,Tertiary Industry Activity m/m,94.32,-0.006999999999999999,0.024,2010-07-15 19:50:00,0.0
47329,EUR,Consumer Confidence,38.46,-17.0,-17.0,2010-07-22 10:00:00,0.0
47304,JPY,Trade Balance,71.97,540000000000.00006,320000000000.0,2010-07-25 19:50:00,0.0
47302,JPY,SPPI y/y,37.5,-0.009000000000000001,-0.008,2010-07-26 19:50:00,0.0
47288,JPY,Retail Sales y/y,60.87,0.033,0.028999999999999998,2010-07-28 19:50:00,0.0
47277,JPY,Prelim Industrial Production m/m,71.89,0.002,0.001,2010-07-29 19:50:00,0.0
47276,JPY,Unemployment Rate,66.67,0.052000000000000005,0.052000000000000005,2010-07-29 19:30:00,0.0
47275,JPY,National Core CPI y/y,20.69,-0.01,-0.012,2010-07-29 19:30:00,0.0
47274,JPY,Tokyo Core CPI y/y,18.0,-0.012,-0.013000000000000001,2010-07-29 19:30:00,0.0
47273,JPY,Final Manufacturing PMI,89.19,,53.9,2010-07-29 19:15:00,0.0
47272,JPY,Household Spending y/y,55.62,-0.008,-0.006999999999999999,2010-07-29 19:30:00,0.0
47241,JPY,Average Cash Earnings y/y,75.53,0.006999999999999999,0.001,2010-08-01 21:30:00,0.0
47237,JPY,10-y Bond Auction,24.81,,1.96,2010-08-02 23:45:00,0.0
47233,JPY,Monetary Base y/y,33.21,0.037000000000000005,0.036000000000000004,2010-08-02 19:50:00,0.0
47149,JPY,M2 Money Stock y/y,59.46,0.028999999999999998,0.028999999999999998,2010-08-08 19:50:00,0.0
47148,JPY,Current Account,50.3,1440000000000.0,900000000000.0,2010-08-08 19:50:00,0.0
47147,JPY,Bank Lending y/y,0.0,,-0.02,2010-08-08 19:50:00,0.0
47146,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-08-09 23:28:00,0.0
47128,JPY,PPI y/y,56.33,0.0,0.004,2010-08-10 19:50:00,0.0
47127,JPY,Core Machinery Orders m/m,26.26,0.055999999999999994,-0.091,2010-08-10 19:50:00,0.0
47055,JPY,Tertiary Industry Activity m/m,56.82,0.0,-0.009000000000000001,2010-08-15 19:50:00,0.0
47054,JPY,Prelim GDP Price Index y/y,0.0,-0.018000000000000002,-0.027999999999999997,2010-08-15 19:52:00,0.0
47053,JPY,Prelim GDP q/q,90.74,0.006,0.011000000000000001,2010-08-15 19:50:00,0.0
46990,EUR,Consumer Confidence,50.0,-13.0,-14.0,2010-08-23 10:03:00,0.0
46983,JPY,SPPI y/y,34.72,-0.009000000000000001,-0.01,2010-08-24 19:50:00,0.0
46982,JPY,Trade Balance,78.55,470000000000.0,510000000000.0,2010-08-24 19:50:00,0.0
46963,JPY,Unemployment Rate,69.44,0.053,0.053,2010-08-26 19:30:00,0.0
46962,JPY,National Core CPI y/y,24.14,-0.011000000000000001,-0.01,2010-08-26 19:30:00,0.0
46961,JPY,Tokyo Core CPI y/y,18.0,-0.012,-0.013000000000000001,2010-08-26 19:30:00,0.0
46960,JPY,Household Spending y/y,62.36,0.015,0.005,2010-08-26 19:30:00,0.0
46935,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-08-29 23:11:00,-1.0
46929,JPY,Average Cash Earnings y/y,93.62,0.009000000000000001,0.018000000000000002,2010-08-30 21:30:00,0.0
46924,JPY,Retail Sales y/y,62.8,0.036000000000000004,0.033,2010-08-30 19:50:00,0.0
46923,JPY,Prelim Industrial Production m/m,66.36,-0.003,-0.011000000000000001,2010-08-30 19:50:00,0.0
46922,JPY,Final Manufacturing PMI,84.94,,52.8,2010-08-30 19:15:00,0.0
46905,JPY,10-y Bond Auction,50.58,,2.63,2010-08-31 23:45:00,0.0
46884,JPY,Monetary Base y/y,36.41,0.063,0.061,2010-09-01 19:50:00,0.0
46863,JPY,Capital Spending q/y,32.78,-0.066,-0.115,2010-09-02 19:50:00,0.0
46828,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-09-06 23:39:00,0.0
46819,JPY,30-y Bond Auction,63.55,,3.025,2010-09-07 23:45:00,0.0
46817,JPY,M2 Money Stock y/y,54.05,0.026000000000000002,0.027000000000000003,2010-09-07 19:50:00,0.0
46816,JPY,Current Account,64.07,1380000000000.0,1360000000000.0,2010-09-07 19:50:00,0.0
46815,JPY,Bank Lending y/y,3.57,,-0.018000000000000002,2010-09-07 19:50:00,0.0
46814,JPY,Core Machinery Orders m/m,53.28,0.019,0.016,2010-09-07 19:50:00,0.0
46802,JPY,BSI Manufacturing Index,93.25,6.3,10.0,2010-09-08 19:50:00,0.0
46780,JPY,Final GDP Price Index y/y,18.75,-0.018000000000000002,-0.018000000000000002,2010-09-09 19:52:00,0.0
46779,JPY,PPI y/y,53.16,-0.002,-0.001,2010-09-09 19:50:00,0.0
46777,JPY,Final GDP q/q,74.55,0.004,0.001,2010-09-09 19:50:00,0.0
46700,JPY,Tertiary Industry Activity m/m,69.32,0.006999999999999999,0.002,2010-09-15 19:50:00,0.0
46617,EUR,Consumer Confidence,61.54,-10.0,-11.0,2010-09-22 10:00:00,0.0
