,symbol,title,actual,forecast,previous,datetime,preceding_price
263877,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-03 19:01:00,-1.0
263789,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-04 19:01:00,0.0
263701,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-05 19:01:00,0.0
263613,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-06 19:01:00,0.0
263525,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-07 19:01:00,0.0
263437,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-08 19:01:00,0.0
263349,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-09 19:01:00,0.0
263261,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-10 19:01:00,0.0
263173,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-11 19:01:00,0.0
263085,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-12 19:01:00,1.0
262997,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-13 19:01:00,1.0
262909,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-14 19:01:00,1.0
262821,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-15 19:01:00,0.0
262733,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-16 19:01:00,0.0
262645,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-17 19:01:00,0.0
262556,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-18 19:01:00,0.0
262469,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-19 19:01:00,0.0
262381,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-20 19:01:00,0.0
262293,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-21 19:01:00,0.0
262205,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-22 19:01:00,0.0
262117,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-23 19:01:00,0.0
262029,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-24 19:01:00,0.0
261941,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-25 19:01:00,0.0
261852,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-26 19:01:00,0.0
261765,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-27 19:01:00,0.0
261677,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-28 19:01:00,0.0
261589,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-29 19:01:00,0.0
261501,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-30 19:01:00,0.0
261413,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-01-31 19:01:00,0.0
261325,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-01 19:01:00,0.0
261237,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-02 19:01:00,0.0
261149,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-03 19:01:00,0.0
261061,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-04 19:01:00,0.0
260973,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-05 19:01:00,0.0
260884,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-06 19:01:00,0.0
260797,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-07 19:01:00,0.0
260709,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-08 19:01:00,0.0
260621,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-09 19:01:00,0.0
260533,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-10 19:01:00,0.0
260445,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-11 19:01:00,0.0
260357,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-12 19:01:00,0.0
260267,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-13 19:01:00,-1.0
260181,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-14 19:01:00,0.0
260093,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-15 19:01:00,0.0
260005,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-16 19:01:00,1.0
259917,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-17 19:01:00,0.0
259829,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-18 19:01:00,0.0
259741,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-19 19:01:00,0.0
259653,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-20 19:01:00,0.0
259565,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-21 19:01:00,0.0
259477,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-22 19:01:00,0.0
259389,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-23 19:01:00,1.0
259301,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-24 19:01:00,0.0
259213,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-25 19:01:00,0.0
259125,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-26 19:01:00,0.0
259037,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-27 19:01:00,0.0
258949,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-02-28 19:01:00,0.0
258861,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-01 19:01:00,0.0
258773,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-02 19:01:00,0.0
258684,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-03 19:01:00,0.0
258597,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-04 19:01:00,0.0
258509,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-05 19:01:00,0.0
258421,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-06 19:01:00,0.0
258333,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-07 19:01:00,0.0
258245,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-08 19:01:00,0.0
258157,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-09 19:01:00,0.0
258069,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-10 19:01:00,0.0
257981,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-11 19:01:00,0.0
257893,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-12 19:01:00,0.0
257805,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-13 19:01:00,0.0
257717,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-14 19:01:00,0.0
257629,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-15 19:01:00,0.0
257541,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-16 19:01:00,0.0
257453,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-17 19:01:00,0.0
257365,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-18 19:01:00,0.0
257277,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-19 19:01:00,1.0
257189,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-20 19:01:00,0.0
257101,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-21 19:01:00,0.0
257013,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-22 19:01:00,0.0
256925,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-23 19:01:00,0.0
256837,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-24 19:01:00,0.0
256751,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-25 19:01:00,0.0
256663,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-26 19:01:00,0.0
256573,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-27 19:01:00,0.0
256485,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-28 19:01:00,0.0
256397,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-29 19:01:00,1.0
256309,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-30 19:01:00,0.0
256221,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-03-31 19:01:00,0.0
256133,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-01 19:01:00,0.0
256045,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-02 19:01:00,0.0
255957,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-03 19:01:00,1.0
255869,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-04 19:01:00,0.0
255781,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-05 19:01:00,0.0
255693,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-06 19:01:00,0.0
255605,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-07 19:01:00,0.0
255517,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-08 19:01:00,0.0
255429,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-09 19:01:00,0.0
255341,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-10 19:01:00,0.0
255251,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-11 19:01:00,0.0
255165,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-12 19:01:00,0.0
255077,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-13 19:01:00,0.0
254989,GBP,Rightmove HPI m/m,28.38,,-0.012,2001-04-14 19:01:00,0.0
