,symbol,title,actual,forecast,previous,datetime,preceding_price
261865,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-01-26 20:30:00,-1.0
261801,AUD,MI Leading Index m/m,44.0,,-0.001,2001-01-27 19:30:00,-1.0
261777,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-01-27 20:30:00,-1.0
261713,AUD,MI Leading Index m/m,44.0,,-0.001,2001-01-28 19:30:00,-1.0
261689,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-01-28 20:30:00,-1.0
261625,AUD,MI Leading Index m/m,44.0,,-0.001,2001-01-29 19:30:00,0.0
261601,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-01-29 20:30:00,0.0
261537,AUD,MI Leading Index m/m,44.0,,-0.001,2001-01-30 19:30:00,0.0
261513,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-01-30 20:30:00,0.0
261449,AUD,MI Leading Index m/m,44.0,,-0.001,2001-01-31 19:30:00,-1.0
261425,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-01-31 20:30:00,-1.0
261361,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-01 19:30:00,0.0
261337,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-01 20:30:00,0.0
261273,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-02 19:30:00,0.0
261246,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-02 20:30:00,0.0
261185,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-03 19:30:00,0.0
261161,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-03 20:30:00,0.0
261097,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-04 19:30:00,0.0
261073,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-04 20:30:00,0.0
261009,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-05 19:30:00,1.0
260985,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-05 20:30:00,1.0
260921,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-06 19:30:00,0.0
260897,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-06 20:30:00,0.0
260833,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-07 19:30:00,0.0
260807,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-07 20:30:00,0.0
260745,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-08 19:30:00,1.0
260721,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-08 20:30:00,1.0
260656,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-09 19:30:00,0.0
260632,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-09 20:30:00,0.0
260569,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-10 19:30:00,0.0
260545,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-10 20:30:00,0.0
260479,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-11 19:30:00,0.0
260457,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-11 20:30:00,0.0
260390,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-12 19:30:00,0.0
260367,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-12 20:30:00,0.0
260305,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-13 19:30:00,1.0
260281,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-13 20:30:00,1.0
260217,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-14 19:30:00,0.0
260193,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-14 20:30:00,0.0
260129,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-15 19:30:00,1.0
260105,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-15 20:30:00,1.0
260041,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-16 19:30:00,-1.0
260017,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-16 20:30:00,0.0
259953,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-17 19:30:00,0.0
259928,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-17 20:30:00,0.0
259863,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-18 19:30:00,0.0
259841,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-18 20:30:00,0.0
259777,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-19 19:30:00,0.0
259753,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-19 20:30:00,0.0
259688,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-20 19:30:00,0.0
259665,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-20 20:30:00,0.0
259601,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-21 19:30:00,0.0
259577,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-21 20:30:00,0.0
259515,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-22 19:30:00,0.0
259489,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-22 20:30:00,-1.0
259424,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-23 19:30:00,0.0
259401,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-23 20:30:00,0.0
259337,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-24 19:30:00,0.0
259313,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-24 20:30:00,0.0
259249,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-25 19:30:00,0.0
259225,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-25 20:30:00,0.0
259161,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-26 19:30:00,0.0
259137,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-26 20:30:00,0.0
259073,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-27 19:30:00,0.0
259049,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-27 20:30:00,0.0
258985,AUD,MI Leading Index m/m,44.0,,-0.001,2001-02-28 19:30:00,0.0
258960,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-02-28 20:30:00,0.0
258897,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-01 19:30:00,0.0
258873,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-01 20:30:00,0.0
258809,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-02 19:30:00,0.0
258785,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-02 20:30:00,0.0
258720,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-03 19:30:00,0.0
258696,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-03 20:30:00,0.0
258633,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-04 19:30:00,0.0
258609,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-04 20:30:00,0.0
258545,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-05 19:30:00,0.0
258521,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-05 20:30:00,0.0
258457,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-06 19:30:00,0.0
258433,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-06 20:30:00,0.0
258369,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-07 19:30:00,1.0
258345,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-07 20:30:00,0.0
258281,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-08 19:30:00,-1.0
258257,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-08 20:30:00,-1.0
258193,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-09 19:30:00,0.0
258169,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-09 20:30:00,0.0
258105,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-10 19:30:00,1.0
258081,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-10 20:30:00,1.0
258017,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-11 19:30:00,1.0
257993,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-11 20:30:00,1.0
257929,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-12 19:30:00,0.0
257905,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-12 20:30:00,0.0
257841,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-13 19:30:00,0.0
257817,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-13 20:30:00,0.0
257752,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-14 19:30:00,0.0
257729,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-14 20:30:00,0.0
257665,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-15 19:30:00,0.0
257641,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-15 20:30:00,0.0
257577,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-16 19:30:00,0.0
257553,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-16 20:30:00,0.0
257489,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-17 19:30:00,0.0
257464,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-17 20:30:00,0.0
257401,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-18 19:30:00,0.0
257375,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-18 20:30:00,0.0
257313,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-19 19:30:00,0.0
257289,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-19 20:30:00,0.0
257224,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-20 19:30:00,0.0
257201,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-20 20:30:00,0.0
257137,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-21 19:30:00,0.0
257113,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-21 20:30:00,0.0
257049,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-22 19:30:00,0.0
257025,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-22 20:30:00,0.0
256961,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-23 19:30:00,0.0
256937,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-23 20:30:00,0.0
256873,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-24 19:30:00,0.0
256849,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-24 20:30:00,0.0
256785,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-25 19:30:00,0.0
256761,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-25 20:30:00,0.0
256696,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-26 19:30:00,-1.0
256671,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-26 20:30:00,-1.0
256609,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-27 19:30:00,0.0
256584,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-27 20:30:00,0.0
256521,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-28 19:30:00,0.0
256498,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-28 20:30:00,0.0
256433,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-29 19:30:00,0.0
256409,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-29 20:30:00,0.0
256345,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-30 19:30:00,0.0
256321,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-30 20:30:00,0.0
256257,AUD,MI Leading Index m/m,44.0,,-0.001,2001-03-31 19:30:00,0.0
256233,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-03-31 20:30:00,0.0
256169,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-01 19:30:00,0.0
256145,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-01 20:30:00,0.0
256081,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-02 19:30:00,1.0
256057,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-02 20:30:00,1.0
255990,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-03 19:30:00,-1.0
255969,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-03 20:30:00,0.0
255905,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-04 19:30:00,0.0
255881,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-04 20:30:00,0.0
255816,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-05 19:30:00,0.0
255792,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-05 20:30:00,0.0
255729,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-06 19:30:00,0.0
255705,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-06 20:30:00,-1.0
255639,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-07 19:30:00,-1.0
255617,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-07 20:30:00,-1.0
255553,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-08 19:30:00,-1.0
255527,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-08 20:30:00,-1.0
255465,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-09 19:30:00,0.0
255441,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-09 20:30:00,0.0
255377,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-10 19:30:00,0.0
255353,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-10 20:30:00,0.0
255289,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-11 19:30:00,-1.0
255265,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-11 20:30:00,0.0
255198,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-12 19:30:00,-1.0
255177,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-12 20:30:00,0.0
255113,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-13 19:30:00,0.0
255087,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-13 20:30:00,0.0
255023,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-14 19:30:00,0.0
255001,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-14 20:30:00,0.0
254937,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-15 19:30:00,0.0
254913,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-15 20:30:00,0.0
254849,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-16 19:30:00,0.0
254824,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-16 20:30:00,0.0
254761,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-17 19:30:00,1.0
254737,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-17 20:30:00,1.0
254672,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-18 19:30:00,0.0
254648,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-18 20:30:00,0.0
254585,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-19 19:30:00,-2.0
254561,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-19 20:30:00,-1.0
254497,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-20 19:30:00,0.0
254473,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-20 20:30:00,0.0
254409,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-21 19:30:00,0.0
254383,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-21 20:30:00,0.0
254321,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-22 19:30:00,0.0
254297,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-22 20:30:00,0.0
254233,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-23 19:30:00,1.0
254209,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-23 20:30:00,0.0
254145,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-24 19:30:00,-1.0
254120,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-24 20:30:00,-1.0
254057,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-25 19:30:00,0.0
254033,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-25 20:30:00,0.0
253969,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-26 19:30:00,-1.0
253945,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-26 20:30:00,-1.0
253881,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-27 19:30:00,0.0
253857,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-27 20:30:00,0.0
253793,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-28 19:30:00,0.0
253769,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-28 20:30:00,0.0
253705,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-29 19:30:00,0.0
253681,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-29 20:30:00,0.0
253617,AUD,MI Leading Index m/m,44.0,,-0.001,2001-04-30 19:30:00,-1.0
253593,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-04-30 20:30:00,-1.0
253528,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-01 19:30:00,0.0
253505,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-01 20:30:00,0.0
253441,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-02 19:30:00,0.0
253417,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-02 20:30:00,0.0
253353,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-03 19:30:00,0.0
253329,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-03 20:30:00,0.0
253265,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-04 19:30:00,0.0
253241,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-04 20:30:00,0.0
253177,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-05 19:30:00,0.0
253153,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-05 20:30:00,0.0
253089,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-06 19:30:00,0.0
253064,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-06 20:30:00,0.0
253001,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-07 19:30:00,0.0
252977,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-07 20:30:00,0.0
252911,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-08 19:30:00,1.0
252889,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-08 20:30:00,1.0
252825,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-09 19:30:00,-1.0
252801,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-09 20:30:00,-1.0
252737,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-10 19:30:00,0.0
252713,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-10 20:30:00,0.0
252649,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-11 19:30:00,0.0
252625,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-11 20:30:00,0.0
252561,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-12 19:30:00,0.0
252537,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-12 20:30:00,0.0
252473,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-13 19:30:00,0.0
252449,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-13 20:30:00,0.0
252385,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-14 19:30:00,-1.0
252361,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-14 20:30:00,0.0
252297,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-15 19:30:00,-1.0
252273,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-15 20:30:00,-1.0
252209,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-16 19:30:00,0.0
252185,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-16 20:30:00,0.0
252121,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-17 19:30:00,0.0
252097,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-17 20:30:00,0.0
252033,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-18 19:30:00,-1.0
252009,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-18 20:30:00,-1.0
251945,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-19 19:30:00,-1.0
251921,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-19 20:30:00,-1.0
251857,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-20 19:30:00,-1.0
251833,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-20 20:30:00,-1.0
251769,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-21 19:30:00,0.0
251745,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-21 20:30:00,1.0
251681,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-22 19:30:00,0.0
251657,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-22 20:30:00,0.0
251593,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-23 19:30:00,1.0
251569,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-23 20:30:00,1.0
251505,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-24 19:30:00,0.0
251481,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-24 20:30:00,0.0
251417,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-25 19:30:00,0.0
251393,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-25 20:30:00,0.0
251327,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-26 19:30:00,0.0
251305,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-26 20:30:00,0.0
251241,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-27 19:30:00,0.0
251217,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-27 20:30:00,0.0
251153,AUD,MI Leading Index m/m,44.0,,-0.001,2001-05-28 19:30:00,0.0
251129,AUD,New Motor Vehicle Sales m/m,44.85,,-0.001,2001-05-28 20:30:00,0.0
