symbol,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31
BYD,,,,,,,,,,,,
BPMP,,,,,,,,,,,,
BRC,,,,,,,,,,,,
BCLI,,,,,,,,,,,,
BDN,,,,,,,,,,,,
BVTK,,,,,,,,,,,,
BBRG,,,,,,,,,,,,
BRVO,,,,,,,,,,,,
BMIX,,,,,,,,,,,,
BRZV,,,,,,,,,,,,
BDGE,,,,,,,,,,,,
BLIN          ,,,,,,,,,,,,
BPI,,,,,,,,,,,,
BRID,,,,,,,,,,,,
BGG,,,,,,,,,,,,
BFAM,,,,,,,,,,,,
BMTM,,,,,,,,,,,,
BEDU,,,,,,,,,,,,
BCOV,,,,,,,,,,,,
BHF,,,,,,,,,,,,
BTLN,,,,,,,,,,,,
EAT,,,,,,,,,,,,
BNXR,,,,,,,,,,,,
BRS,,,,,,,,,,,,
BRX,,,,,,,,,,,,
BRKK,,,,,,,,,,,,
AVGO,,,,,,,,,,,,
BR,,,,,,,,,,,,
BVSN,,,,,,,,,,,,
BWEN,,,,,,,,,,,,
BKD,,,,,,,,,,,,
BRKL,,,,,,,,,,,,
BRKS,,,,,,,,,,,,
BRO,,,,,,,,,,,,
BRT,,,,,,,,,,,,
BRKR,,,,,,,,,,,,
BC,,,,,,,,,,,,
BMTC,,,,,,,,,,,,
BLMT,,,,,,,,,,,,
BTCS,,,,,,,,,,,,
BPL,,,,,,,,,,,,
BKE,,,,,,,,,,,,
BABL,,,,,,,,,,,,
BLDR,,,,,,,,,,,,
BFGC,,,,,,,,,,,,
BG,,,,,,,,,,,,
BHLL,,,,,,,,,,,,
BURL,,,,,,,,,,,,
BFST,,,,,,,,,,,,
BWXT,,,,,,,,,,,,
BY,,,,,,,,,,,,
CJ,,,,,,,,,,,,
CA,,,,,,,,,,,,
CABO,,,,,,,,,,,,
CBT,,,,,,,,,,,,
COG,,,,,,,,,,,,
CACH,,,,,,,,,,,,
CADE,,,,,,,,,,,,
CDNS,,,,,,,,,,,,
CDZI,,,,,,,,,,,,
CSOC,,,,,,,,,,,,
KDUS,,,,,,,,,,,,
CZR,,,,,,,,,,,,
CSTE,,,,,,,,,,,,
PRSS,,,,,,,,,,,,
CAI^A,,,,,,,,,,,,
CAI,,,,,,,,,,,,
CALM,,,,,,,,,,,,
CLBS,,,,,,,,,,,,
CAMP,,,,,,,,,,,,
CVGW,,,,,,,,,,,,
CAL,,,,,,,,,,,,
CALA,,,,,,,,,,,,
CALX,,,,,,,,,,,,
CLMT,,,,,,,,,,,,
CLXT,,,,,,,,,,,,
CEI,,,,,,,,,,,,
ABCD,,,,,,,,,,,,
CBM,,,,,,,,,,,,
CATC,,,,,,,,,,,,
CPT,,,,,,,,,,,,
CWH,,,,,,,,,,,,
CAMT,,,,,,,,,,,,
CCAN,,,,,,,,,,,,
CSIQ,,,,,,,,,,,,
CANB,,,,,,,,,,,,
CGIX,,,,,,,,,,,,
CNBX,,,,,,,,,,,,
PCFP,,,,,,,,,,,,
CBDS,,,,,,,,,,,,
CBIS,,,,,,,,,,,,
CNNE,,,,,,,,,,,,
CPMD,,,,,,,,,,,,
MJTK,,,,,,,,,,,,
CANL,,,,,,,,,,,,
CAJ,,,,,,,,,,,,
CTBO,,,,,,,,,,,,
CMD,,,,,,,,,,,,
CNYCF,,,,,,,,,,,,
CPLA,,,,,,,,,,,,
CAPA,,,,,,,,,,,,
CPFH,,,,,,,,,,,,
CGHC,,,,,,,,,,,,
COF.W,,,,,,,,,,,,
COF-G,,,,,,,,,,,,
COF,,,,,,,,,,,,
CPLP,,,,,,,,,,,,
CSU,,,,,,,,,,,,
CFFN,,,,,,,,,,,,
CIC,,,,,,,,,,,,
CIC.U,,,,,,,,,,,,
CIC.WS,,,,,,,,,,,,
CAPR,,,,,,,,,,,,
CSTR,,,,,,,,,,,,
CMO-E,,,,,,,,,,,,
CMO,,,,,,,,,,,,
CAPS,,,,,,,,,,,,
CPST,,,,,,,,,,,,
CARA,,,,,,,,,,,,
CRR,,,,,,,,,,,,
CARB,,,,,,,,,,,,
CDXI,,,,,,,,,,,,
CEGX,,,,,,,,,,,,
CAH,,,,,,,,,,,,
CRME,,,,,,,,,,,,
CSII,,,,,,,,,,,,
CATM,,,,,,,,,,,,
CRCM,,,,,,,,,,,,
CDNA,,,,,,,,,,,,
CTRE,,,,,,,,,,,,
CARG,,,,,,,,,,,,
CSL,,,,,,,,,,,,
KMX,,,,,,,,,,,,
CCL,,,,,,,,,,,,
CARO,,,,,,,,,,,,
CART,,,,,,,,,,,,
CRS,,,,,,,,,,,,
CSV,,,,,,,,,,,,
CRZO,,,,,,,,,,,,
CROL,,,,,,,,,,,,
TAST,,,,,,,,,,,,
CARS,,,,,,,,,,,,
CRI,,,,,,,,,,,,
CRTN,,,,,,,,,,,,
CVNA,,,,,,,,,,,,
CARV,,,,,,,,,,,,
CASM,,,,,,,,,,,,
CUAU,,,,,,,,,,,,
CWST,,,,,,,,,,,,
CASY,,,,,,,,,,,,
CASI,,,,,,,,,,,,
CSSV,,,,,,,,,,,,
CASS,,,,,,,,,,,,
ROX,,,,,,,,,,,,
CSLT,,,,,,,,,,,,
CATB,,,,,,,,,,,,
CTLT,,,,,,,,,,,,
CPRX,,,,,,,,,,,,
CATS,,,,,,,,,,,,
CTT           ,,,,,,,,,,,,
CTT,,,,,,,,,,,,
CAT,,,,,,,,,,,,
CATY,,,,,,,,,,,,
CATYW,,,,,,,,,,,,
CATO,,,,,,,,,,,,
CVCO,,,,,,,,,,,,
CAVM,,,,,,,,,,,,
CBFV,,,,,,,,,,,,
CBAK,,,,,,,,,,,,
CBZ,,,,,,,,,,,,
CBL^D,,,,,,,,,,,,
CBL,,,,,,,,,,,,
CBL^E,,,,,,,,,,,,
CBOE,,,,,,,,,,,,
CBRE,,,,,,,,,,,,
CBS.A,,,,,,,,,,,,
CBS,,,,,,,,,,,,
CBTX,,,,,,,,,,,,
CAW,,,,,,,,,,,,
CCFN,,,,,,,,,,,,
CDIIQ,,,,,,,,,,,,
CDK,,,,,,,,,,,,
CDW,,,,,,,,,,,,
CECE,,,,,,,,,,,,
CDR-C,,,,,,,,,,,,
CDR-B,,,,,,,,,,,,
CDR^B,,,,,,,,,,,,
CDR^C,,,,,,,,,,,,
CDR,,,,,,,,,,,,
CE,,,,,,,,,,,,
CELC,,,,,,,,,,,,
CMXC,,,,,,,,,,,,
CLCS,,,,,,,,,,,,
CLDX,,,,,,,,,,,,
CLRBW,,,,,,,,,,,,
CLRBZ,,,,,,,,,,,,
CLRB,,,,,,,,,,,,
CBMG,,,,,,,,,,,,
CLSN,,,,,,,,,,,,
CELH,,,,,,,,,,,,
CETX,,,,,,,,,,,,
CETXP,,,,,,,,,,,,
CETXW,,,,,,,,,,,,
CTDT,,,,,,,,,,,,
CNC,,,,,,,,,,,,
CDEV,,,,,,,,,,,,
CNP,,,,,,,,,,,,
CSFL,,,,,,,,,,,,
CETV,,,,,,,,,,,,
CFDB,,,,,,,,,,,,
CVCY,,,,,,,,,,,,
LEU,,,,,,,,,,,,
CNBKA,,,,,,,,,,,,
CCS,,,,,,,,,,,,
CTL,,,,,,,,,,,,
CVOVQ,,,,,,,,,,,,
CRNT,,,,,,,,,,,,
CBBT,,,,,,,,,,,,
CERC,,,,,,,,,,,,
CERCW,,,,,,,,,,,,
CEVE,,,,,,,,,,,,
CERS,,,,,,,,,,,,
CESX,,,,,,,,,,,,
KOOL,,,,,,,,,,,,
CEVA,,,,,,,,,,,,
CF,,,,,,,,,,,,
CPAI,,,,,,,,,,,,
CSBR,,,,,,,,,,,,
CHAG,,,,,,,,,,,,
CYOU,,,,,,,,,,,,
ECOM,,,,,,,,,,,,
BURG,,,,,,,,,,,,
CHHP,,,,,,,,,,,,
CHPE,,,,,,,,,,,,
CTHR,,,,,,,,,,,,
CRL,,,,,,,,,,,,
GTLS,,,,,,,,,,,,
CHFN,,,,,,,,,,,,
CCF,,,,,,,,,,,,
CHKP,,,,,,,,,,,,
CHEKW,,,,,,,,,,,,
CHEK,,,,,,,,,,,,
CKPT,,,,,,,,,,,,
CMCM,,,,,,,,,,,,
CHGG,,,,,,,,,,,,
CEMI,,,,,,,,,,,,
CHE,,,,,,,,,,,,
CCXI,,,,,,,,,,,,
CHMG,,,,,,,,,,,,
LNG,,,,,,,,,,,,
CQH,,,,,,,,,,,,
CQP,,,,,,,,,,,,
CHKE,,,,,,,,,,,,
CHM-A,,,,,,,,,,,,
CHIT,,,,,,,,,,,,
CHK,,,,,,,,,,,,
CHSP,,,,,,,,,,,,
CPK,,,,,,,,,,,,
CHZP,,,,,,,,,,,,
CVX,,,,,,,,,,,,
CHFS,,,,,,,,,,,,
CHMA,,,,,,,,,,,,
CVR,,,,,,,,,,,,
CSSE,,,,,,,,,,,,
PLCE,,,,,,,,,,,,
CHMR,,,,,,,,,,,,
CIM-B,,,,,,,,,,,,
CIM-A,,,,,,,,,,,,
CIM,,,,,,,,,,,,
CMRX,,,,,,,,,,,,
CADC,,,,,,,,,,,,
CHBU,,,,,,,,,,,,
CALI,,,,,,,,,,,,
CAAS,,,,,,,,,,,,
CBPO,,,,,,,,,,,,
CCGM,,,,,,,,,,,,
CCCR,,,,,,,,,,,,
CCRC,,,,,,,,,,,,
CEHD,,,,,,,,,,,,
CHOPF,,,,,,,,,,,,
CGND,,,,,,,,,,,,
CGA,,,,,,,,,,,,
CHGH,,,,,,,,,,,,
HGSH,,,,,,,,,,,,
CDNN,,,,,,,,,,,,
CNIT,,,,,,,,,,,,
CIFS,,,,,,,,,,,,
CJJD,,,,,,,,,,,,
CLDC,,,,,,,,,,,,
CLDCF,,,,,,,,,,,,
CHLO,,,,,,,,,,,,
CGYG,,,,,,,,,,,,
CMCI,,,,,,,,,,,,
CHNGQ,,,,,,,,,,,,
CNWHF,,,,,,,,,,,,
BORN,,,,,,,,,,,,
COE,,,,,,,,,,,,
CPHI,,,,,,,,,,,,
CPHB,,,,,,,,,,,,
CSUNY,,,,,,,,,,,,
CCIH,,,,,,,,,,,,
CNET,,,,,,,,,,,,
CMG,,,,,,,,,,,,
CBK,,,,,,,,,,,,
CHSCL,,,,,,,,,,,,
CHSCM,,,,,,,,,,,,
CHSCN,,,,,,,,,,,,
CHSCO,,,,,,,,,,,,
CHSCP,,,,,,,,,,,,
CB,,,,,,,,,,,,
CHUY,,,,,,,,,,,,
CBRI,,,,,,,,,,,,
CICN,,,,,,,,,,,,
CDTX,,,,,,,,,,,,
CIEN,,,,,,,,,,,,
CI,,,,,,,,,,,,
CIBH,,,,,,,,,,,,
XEC,,,,,,,,,,,,
CMPR,,,,,,,,,,,,
CNNB,,,,,,,,,,,,
CBB,,,,,,,,,,,,
CBB^B,,,,,,,,,,,,
CIDM,,,,,,,,,,,,
CNK,,,,,,,,,,,,
CINR,,,,,,,,,,,,
CTAS,,,,,,,,,,,,
CIR,,,,,,,,,,,,
CRUS,,,,,,,,,,,,
CSCO,,,,,,,,,,,,
CISN,,,,,,,,,,,,
CISN.WS,,,,,,,,,,,,
CTRN,,,,,,,,,,,,
C,,,,,,,,,,,,
C^L,,,,,,,,,,,,
C^K,,,,,,,,,,,,
C.WS.A,,,,,,,,,,,,
C^J,,,,,,,,,,,,
C^C,,,,,,,,,,,,
C^S,,,,,,,,,,,,
BLW,,,,,,,,,,,,
C^N,,,,,,,,,,,,
CTXR,,,,,,,,,,,,
CTXRW,,,,,,,,,,,,
CZNC,,,,,,,,,,,,
CZWI,,,,,,,,,,,,
CFG,,,,,,,,,,,,
CZFC,,,,,,,,,,,,
CIA,,,,,,,,,,,,
CZID,,,,,,,,,,,,
CTXS,,,,,,,,,,,,
CHCO,,,,,,,,,,,,
CIO-A,,,,,,,,,,,,
CIO,,,,,,,,,,,,
CIO^A,,,,,,,,,,,,
CVEO,,,,,,,,,,,,
CIVI,,,,,,,,,,,,
CKX,,,,,,,,,,,,
CLAR,,,,,,,,,,,,
CLNE,,,,,,,,,,,,
CETY,,,,,,,,,,,,
CLH,,,,,,,,,,,,
CLSK,,,,,,,,,,,,
CCO,,,,,,,,,,,,
CLFD,,,,,,,,,,,,
CLRO,,,,,,,,,,,,
CLSD,,,,,,,,,,,,
CLRI,,,,,,,,,,,,
CLW,,,,,,,,,,,,
CRGE,,,,,,,,,,,,
CBLI,,,,,,,,,,,,
CLF,,,,,,,,,,,,
CLPR,,,,,,,,,,,,
CLD,,,,,,,,,,,,
CLWD,,,,,,,,,,,,
CLDR,,,,,,,,,,,,
CLVS,,,,,,,,,,,,
CLSH,,,,,,,,,,,,
CMSSU,,,,,,,,,,,,
CME,,,,,,,,,,,,
CMS,,,,,,,,,,,,
CNRR,,,,,,,,,,,,
CNA,,,,,,,,,,,,
CNHI,,,,,,,,,,,,
CNO,,,,,,,,,,,,
CODX,,,,,,,,,,,,
CCNB,,,,,,,,,,,,
CWAY,,,,,,,,,,,,
COBZ,,,,,,,,,,,,
MMND,,,,,,,,,,,,
COCP,,,,,,,,,,,,
CODA,,,,,,,,,,,,
CGAC,,,,,,,,,,,,
CDXS,,,,,,,,,,,,
CVLY,,,,,,,,,,,,
CDE,,,,,,,,,,,,
JVA,,,,,,,,,,,,
CCOI,,,,,,,,,,,,
CGNX,,,,,,,,,,,,
CWBR,,,,,,,,,,,,
COHN,,,,,,,,,,,,
CNS,,,,,,,,,,,,
COHR,,,,,,,,,,,,
CHRS,,,,,,,,,,,,
COHU,,,,,,,,,,,,
CTBG,,,,,,,,,,,,
CFX,,,,,,,,,,,,
CLCT,,,,,,,,,,,,
COLL,,,,,,,,,,,,
CBAN,,,,,,,,,,,,
CLNS,,,,,,,,,,,,
CLNS^B,,,,,,,,,,,,
CLNS^D,,,,,,,,,,,,
CLNS^E,,,,,,,,,,,,
CLNS^G,,,,,,,,,,,,
CLNS^H,,,,,,,,,,,,
CLNS^I,,,,,,,,,,,,
CLNS^J,,,,,,,,,,,,
CSTU,,,,,,,,,,,,
COLB,,,,,,,,,,,,
CXP,,,,,,,,,,,,
CCZ,,,,,,,,,,,,
FIX,,,,,,,,,,,,
KJFI,,,,,,,,,,,,
CCNI,,,,,,,,,,,,
MOC,,,,,,,,,,,,
CHUBK,,,,,,,,,,,,
CHUBA,,,,,,,,,,,,
CVGI,,,,,,,,,,,,
COMM,,,,,,,,,,,,
JCS,,,,,,,,,,,,
CBU,,,,,,,,,,,,
CFBI,,,,,,,,,,,,
CYH,,,,,,,,,,,,
CYHHZ,,,,,,,,,,,,
CHCT,,,,,,,,,,,,
CSHB,,,,,,,,,,,,
CVLT,,,,,,,,,,,,
CODI^B,,,,,,,,,,,,
CODI^A,,,,,,,,,,,,
CODI,,,,,,,,,,,,
CMP,,,,,,,,,,,,
CHCR,,,,,,,,,,,,
CGEN,,,,,,,,,,,,
CTG,,,,,,,,,,,,
CIX,,,,,,,,,,,,
SCOR,,,,,,,,,,,,
CHCI,,,,,,,,,,,,
LODE,,,,,,,,,,,,
CRK,,,,,,,,,,,,
CAG,,,,,,,,,,,,
CNAT,,,,,,,,,,,,
CNCE,,,,,,,,,,,,
CXO,,,,,,,,,,,,
CDOR,,,,,,,,,,,,
CNDT,,,,,,,,,,,,
CNXS,,,,,,,,,,,,
CFRI,,,,,,,,,,,,
CFMS,,,,,,,,,,,,
CNFR,,,,,,,,,,,,
CNOB,,,,,,,,,,,,
CONN,,,,,,,,,,,,
CNOZ,,,,,,,,,,,,
COP,,,,,,,,,,,,
CEIX,,,,,,,,,,,,
CNSL,,,,,,,,,,,,
ED,,,,,,,,,,,,
CWCO,,,,,,,,,,,,
CNAC,,,,,,,,,,,,
CNACR,,,,,,,,,,,,
CNACU,,,,,,,,,,,,
CNACW,,,,,,,,,,,,
STZ,,,,,,,,,,,,
STZ.B,,,,,,,,,,,,
CPSS,,,,,,,,,,,,
CTGO,,,,,,,,,,,,
CBPX,,,,,,,,,,,,
CUO,,,,,,,,,,,,
CLR,,,,,,,,,,,,
CTRV,,,,,,,,,,,,
CTRL,,,,,,,,,,,,
CVG,,,,,,,,,,,,
CPS,,,,,,,,,,,,
CPRT,,,,,,,,,,,,
CRBP,,,,,,,,,,,,
CMT,,,,,,,,,,,,
CORE,,,,,,,,,,,,
CXW,,,,,,,,,,,,
CLGX,,,,,,,,,,,,
CORR,,,,,,,,,,,,
CORR^A,,,,,,,,,,,,
COR,,,,,,,,,,,,
CVRS,,,,,,,,,,,,
CORI,,,,,,,,,,,,
CXBS,,,,,,,,,,,,
CRMD,,,,,,,,,,,,
CSOD,,,,,,,,,,,,
CWRL,,,,,,,,,,,,
COWI,,,,,,,,,,,,
OFC,,,,,,,,,,,,
CRRSQ,,,,,,,,,,,,
CRVL,,,,,,,,,,,,
CORVF,,,,,,,,,,,,
CRVS,,,,,,,,,,,,
COSM,,,,,,,,,,,,
CMRE,,,,,,,,,,,,
CMRE^E,,,,,,,,,,,,
CMRE^C,,,,,,,,,,,,
CMRE^D,,,,,,,,,,,,
CMRE^B,,,,,,,,,,,,
CSGP,,,,,,,,,,,,
COTV,,,,,,,,,,,,
COTY,,,,,,,,,,,,
CPAH,,,,,,,,,,,,
ICBK,,,,,,,,,,,,
COUP,,,,,,,,,,,,
CUZ,,,,,,,,,,,,
CVA,,,,,,,,,,,,
CVTI,,,,,,,,,,,,
COWNZ,,,,,,,,,,,,
COWN,,,,,,,,,,,,
CVU,,,,,,,,,,,,
PMTS,,,,,,,,,,,,
CBRL,,,,,,,,,,,,
BREW,,,,,,,,,,,,
CRAY,,,,,,,,,,,,
CLCN,,,,,,,,,,,,
CELZ,,,,,,,,,,,,
CREX,,,,,,,,,,,,
CWSS,,,,,,,,,,,,
TVIZ,,,,,,,,,,,,
ZIV,,,,,,,,,,,,
VIIZ,,,,,,,,,,,,
GLDI,,,,,,,,,,,,
DSLV,,,,,,,,,,,,
SLVO,,,,,,,,,,,,
UGLD,,,,,,,,,,,,
TVIX,,,,,,,,,,,,
DGLD,,,,,,,,,,,,
USLV,,,,,,,,,,,,
VIIX,,,,,,,,,,,,
USOI,,,,,,,,,,,,
UWTIF,,,,,,,,,,,,
CREE,,,,,,,,,,,,
CEQP,,,,,,,,,,,,
CXDO,,,,,,,,,,,,
CRSP,,,,,,,,,,,,
CRTO,,,,,,,,,,,,
CROX,,,,,,,,,,,,
CHBH,,,,,,,,,,,,
XBOR,,,,,,,,,,,,
XCLK,,,,,,,,,,,,
CCRN,,,,,,,,,,,,
CAPL,,,,,,,,,,,,
CRWG,,,,,,,,,,,,
CCI,,,,,,,,,,,,
CCI-A,,,,,,,,,,,,
CRWS,,,,,,,,,,,,
CCK,,,,,,,,,,,,
CRMBQ,,,,,,,,,,,,
CRY,,,,,,,,,,,,
CYRX,,,,,,,,,,,,
CYRXW,,,,,,,,,,,,
CSAXQ,,,,,,,,,,,,
CSGS,,,,,,,,,,,,
CCLP,,,,,,,,,,,,
CSS,,,,,,,,,,,,
CSWI,,,,,,,,,,,,
CSX,,,,,,,,,,,,
CTDH,,,,,,,,,,,,
CTIC,,,,,,,,,,,,
CTPR,,,,,,,,,,,,
CTS,,,,,,,,,,,,
CUBE,,,,,,,,,,,,
CUI,,,,,,,,,,,,
CFR-A,,,,,,,,,,,,
CFR,,,,,,,,,,,,
CFR^A,,,,,,,,,,,,
CULL,,,,,,,,,,,,
CULP,,,,,,,,,,,,
CPIX,,,,,,,,,,,,
CMI,,,,,,,,,,,,
CMLSQ,,,,,,,,,,,,
CURM,,,,,,,,,,,,
CRGS,,,,,,,,,,,,
CURR,,,,,,,,,,,,
CRIS,,,,,,,,,,,,
CUB-D,,,,,,,,,,,,
CUBS,,,,,,,,,,,,
CUB-E,,,,,,,,,,,,
CUBI^D,,,,,,,,,,,,
CUBI^E,,,,,,,,,,,,
CUBI^F,,,,,,,,,,,,
CUBI,,,,,,,,,,,,
CUBI^C,,,,,,,,,,,,
CUTR,,,,,,,,,,,,
CVSI,,,,,,,,,,,,
CVBF,,,,,,,,,,,,
CVV,,,,,,,,,,,,
CVI,,,,,,,,,,,,
UAN,,,,,,,,,,,,
CVRR,,,,,,,,,,,,
CYAN,,,,,,,,,,,,
CYBR,,,,,,,,,,,,
CYBG,,,,,,,,,,,,
CYBE,,,,,,,,,,,,
CYCCP,,,,,,,,,,,,
CYCC,,,,,,,,,,,,
CYUR,,,,,,,,,,,,
CYIO,,,,,,,,,,,,
CBAY,,,,,,,,,,,,
CTEK,,,,,,,,,,,,
CELP,,,,,,,,,,,,
CYRN,,,,,,,,,,,,
CONE,,,,,,,,,,,,
CYS^B,,,,,,,,,,,,
CYS,,,,,,,,,,,,
CYS^A,,,,,,,,,,,,
CYS-A,,,,,,,,,,,,
CYS-B,,,,,,,,,,,,
CYDY,,,,,,,,,,,,
CTMX,,,,,,,,,,,,
CYTXW,,,,,,,,,,,,
CYTX,,,,,,,,,,,,
CYCA,,,,,,,,,,,,
DJCO,,,,,,,,,,,,
DLYT,,,,,,,,,,,,
DTRC,,,,,,,,,,,,
DAN,,,,,,,,,,,,
DAC,,,,,,,,,,,,
DQ,,,,,,,,,,,,
DRI,,,,,,,,,,,,
DARE,,,,,,,,,,,,
DRIO,,,,,,,,,,,,
DRIOW,,,,,,,,,,,,
DAVC,,,,,,,,,,,,
DAR,,,,,,,,,,,,
DZSI,,,,,,,,,,,,
DSKE,,,,,,,,,,,,
DSKEW,,,,,,,,,,,,
DTST,,,,,,,,,,,,
DTL.P,,,,,,,,,,,,
DTSSD,,,,,,,,,,,,
DTSS,,,,,,,,,,,,
DWCH,,,,,,,,,,,,
MDAV,,,,,,,,,,,,
DVA,,,,,,,,,,,,
DXR,,,,,,,,,,,,
DCP,,,,,,,,,,,,
DCT,,,,,,,,,,,,
DDR,,,,,,,,,,,,
DDR-K,,,,,,,,,,,,
DDR-J,,,,,,,,,,,,
DDR^J,,,,,,,,,,,,
DDR^K,,,,,,,,,,,,
DDR^A,,,,,,,,,,,,
DEEL,,,,,,,,,,,,
DRSV,,,,,,,,,,,,
DCPH,,,,,,,,,,,,
DECN,,,,,,,,,,,,
DPSI,,,,,,,,,,,,
DECK,,,,,,,,,,,,
DPDW,,,,,,,,,,,,
DEER,,,,,,,,,,,,
DVLY,,,,,,,,,,,,
DTII,,,,,,,,,,,,
TACO,,,,,,,,,,,,
TACOW,,,,,,,,,,,,
DCTHD,,,,,,,,,,,,
DCTH,,,,,,,,,,,,
DKL,,,,,,,,,,,,
DK,,,,,,,,,,,,
DVMT,,,,,,,,,,,,
DMPI,,,,,,,,,,,,
DLA,,,,,,,,,,,,
DLTA,,,,,,,,,,,,
DLX,,,,,,,,,,,,
DNR,,,,,,,,,,,,
DENN,,,,,,,,,,,,
XRAY,,,,,,,,,,,,
DEPO,,,,,,,,,,,,
DERM,,,,,,,,,,,,
DXLG,,,,,,,,,,,,
DSNY,,,,,,,,,,,,
DSWL,,,,,,,,,,,,
DTRM,,,,,,,,,,,,
DEWY,,,,,,,,,,,,
DEWM,,,,,,,,,,,,
DMDA,,,,,,,,,,,,
DXCM,,,,,,,,,,,,
DXTRQ,,,,,,,,,,,,
DGSE,,,,,,,,,,,,
DHX,,,,,,,,,,,,
DDXSQ,,,,,,,,,,,,
DHIL,,,,,,,,,,,,
DO,,,,,,,,,,,,
FANG,,,,,,,,,,,,
DHCC,,,,,,,,,,,,
DCIX,,,,,,,,,,,,
DSX,,,,,,,,,,,,
DSXN,,,,,,,,,,,,
DSX^B,,,,,,,,,,,,
DRNA,,,,,,,,,,,,
DKS,,,,,,,,,,,,
DBD,,,,,,,,,,,,
DPWW,,,,,,,,,,,,
DFBG,,,,,,,,,,,,
DFFN,,,,,,,,,,,,
DGII,,,,,,,,,,,,
DGLT,,,,,,,,,,,,
DMRC,,,,,,,,,,,,
DRAD,,,,,,,,,,,,
DGLY,,,,,,,,,,,,
DBMM,,,,,,,,,,,,
DGDM,,,,,,,,,,,,
DPW,,,,,,,,,,,,
DLR-G,,,,,,,,,,,,
DLR^C,,,,,,,,,,,,
DLR,,,,,,,,,,,,
DLR^H,,,,,,,,,,,,
DLR^I,,,,,,,,,,,,
DLR^J,,,,,,,,,,,,
DLR^G,,,,,,,,,,,,
APPS,,,,,,,,,,,,
DGTW,,,,,,,,,,,,
DCOM,,,,,,,,,,,,
DIMC,,,,,,,,,,,,
DIN,,,,,,,,,,,,
DWIS,,,,,,,,,,,,
DPLO,,,,,,,,,,,,
DFS,,,,,,,,,,,,
DCGD,,,,,,,,,,,,
DISH,,,,,,,,,,,,
DVCR,,,,,,,,,,,,
SAUC,,,,,,,,,,,,
DKGH,,,,,,,,,,,,
DLHC,,,,,,,,,,,,
BOOM,,,,,,,,,,,,
DNAX,,,,,,,,,,,,
DCSA,,,,,,,,,,,,
DSS,,,,,,,,,,,,
DG,,,,,,,,,,,,
DLTR,,,,,,,,,,,,
DLPN,,,,,,,,,,,,
DLPNW,,,,,,,,,,,,
DM,,,,,,,,,,,,
DPZ,,,,,,,,,,,,
UFS,,,,,,,,,,,,
DGICB,,,,,,,,,,,,
DGICA,,,,,,,,,,,,
DFIN,,,,,,,,,,,,
DMLP,,,,,,,,,,,,
LPG,,,,,,,,,,,,
DORM,,,,,,,,,,,,
MYDP,,,,,,,,,,,,
PLOW,,,,,,,,,,,,
DEI,,,,,,,,,,,,
DOVA,,,,,,,,,,,,
DOV,,,,,,,,,,,,
DDE,,,,,,,,,,,,
DVD,,,,,,,,,,,,
DWDP,,,,,,,,,,,,
DPS,,,,,,,,,,,,
DOTAW,,,,,,,,,,,,
DOTA,,,,,,,,,,,,
DOTAU,,,,,,,,,,,,
DOTAR,,,,,,,,,,,,
DRQ,,,,,,,,,,,,
DS,,,,,,,,,,,,
DS^D,,,,,,,,,,,,
DS^C,,,,,,,,,,,,
DS^B,,,,,,,,,,,,
DRNG,,,,,,,,,,,,
DRUS,,,,,,,,,,,,
DRSX,,,,,,,,,,,,
DSOL,,,,,,,,,,,,
DRYS,,,,,,,,,,,,
DSKX,,,,,,,,,,,,
DSGT,,,,,,,,,,,,
DSW,,,,,,,,,,,,
DQWS,,,,,,,,,,,,
DTV,,,,,,,,,,,,
DTQ,,,,,,,,,,,,
DTY,,,,,,,,,,,,
DTHR,,,,,,,,,,,,
DUKH,,,,,,,,,,,,
DUK,,,,,,,,,,,,
DRE,,,,,,,,,,,,
DLTH,,,,,,,,,,,,
DUUO,,,,,,,,,,,,
DUOT,,,,,,,,,,,,
DRRX,,,,,,,,,,,,
DXPE,,,,,,,,,,,,
DY,,,,,,,,,,,,
DLNG^A,,,,,,,,,,,,
DLNG,,,,,,,,,,,,
DYNR,,,,,,,,,,,,
DYNT,,,,,,,,,,,,
DX-B,,,,,,,,,,,,
DX-A,,,,,,,,,,,,
DX^B,,,,,,,,,,,,
DX^A,,,,,,,,,,,,
DX,,,,,,,,,,,,
EDIG,,,,,,,,,,,,
EQUR,,,,,,,,,,,,
ELF,,,,,,,,,,,,
EACO,,,,,,,,,,,,
EGBN,,,,,,,,,,,,
EBMT,,,,,,,,,,,,
EGLE,,,,,,,,,,,,
EFBI,,,,,,,,,,,,
EXP,,,,,,,,,,,,
EMTC,,,,,,,,,,,,
EGRX,,,,,,,,,,,,
ETST,,,,,,,,,,,,
ESTE,,,,,,,,,,,,
EWBC,,,,,,,,,,,,
EACQ,,,,,,,,,,,,
EACQU,,,,,,,,,,,,
EACQW,,,,,,,,,,,,
DEA,,,,,,,,,,,,
EML,,,,,,,,,,,,
ELCI,,,,,,,,,,,,
ETBI,,,,,,,,,,,,
EGP,,,,,,,,,,,,
EAST,,,,,,,,,,,,
EASTW,,,,,,,,,,,,
ETN,,,,,,,,,,,,
ETW,,,,,,,,,,,,
ETV,,,,,,,,,,,,
