,symbol,title,actual,forecast,previous,datetime,symbol_pair,preceding_price
108390,NZD,CPI q/q,17.86,0.004,0.0,2005-11-05 17:45:00,NZDJPY,-2.0
108324,NZD,GDT Price Index,30.29,,-0.024,2005-11-06 10:33:00,NZDJPY,-2.0
108302,NZD,CPI q/q,17.86,0.004,0.0,2005-11-06 17:45:00,NZDJPY,-2.0
108235,NZD,GDT Price Index,30.29,,-0.024,2005-11-07 10:33:00,NZDJPY,0.0
108215,NZD,CPI q/q,17.86,0.004,0.0,2005-11-07 17:45:00,NZDJPY,0.0
108148,NZD,GDT Price Index,30.29,,-0.024,2005-11-08 10:33:00,NZDJPY,0.0
108126,NZD,CPI q/q,17.86,0.004,0.0,2005-11-08 17:45:00,NZDJPY,0.0
108060,NZD,GDT Price Index,30.29,,-0.024,2005-11-09 10:33:00,NZDJPY,0.0
108038,NZD,CPI q/q,17.86,0.004,0.0,2005-11-09 17:45:00,NZDJPY,0.0
107972,NZD,GDT Price Index,30.29,,-0.024,2005-11-10 10:33:00,NZDJPY,0.0
107950,NZD,CPI q/q,17.86,0.004,0.0,2005-11-10 17:45:00,NZDJPY,0.0
107884,NZD,GDT Price Index,30.29,,-0.024,2005-11-11 10:33:00,NZDJPY,0.0
107862,NZD,CPI q/q,17.86,0.004,0.0,2005-11-11 17:45:00,NZDJPY,0.0
107796,NZD,GDT Price Index,30.29,,-0.024,2005-11-12 10:33:00,NZDJPY,-2.0
107774,NZD,CPI q/q,17.86,0.004,0.0,2005-11-12 17:45:00,NZDJPY,-2.0
107708,NZD,GDT Price Index,30.29,,-0.024,2005-11-13 10:33:00,NZDJPY,-2.0
107686,NZD,CPI q/q,17.86,0.004,0.0,2005-11-13 17:45:00,NZDJPY,-2.0
107620,NZD,GDT Price Index,30.29,,-0.024,2005-11-14 10:33:00,NZDJPY,0.0
107598,NZD,CPI q/q,17.86,0.004,0.0,2005-11-14 17:45:00,NZDJPY,0.0
107532,NZD,GDT Price Index,30.29,,-0.024,2005-11-15 10:33:00,NZDJPY,0.0
107510,NZD,CPI q/q,17.86,0.004,0.0,2005-11-15 17:45:00,NZDJPY,0.0
107444,NZD,GDT Price Index,30.29,,-0.024,2005-11-16 10:33:00,NZDJPY,0.0
107422,NZD,CPI q/q,17.86,0.004,0.0,2005-11-16 17:45:00,NZDJPY,0.0
107356,NZD,GDT Price Index,30.29,,-0.024,2005-11-17 10:33:00,NZDJPY,0.0
107333,NZD,CPI q/q,17.86,0.004,0.0,2005-11-17 17:45:00,NZDJPY,0.0
107265,NZD,GDT Price Index,30.29,,-0.024,2005-11-18 10:33:00,NZDJPY,0.0
107246,NZD,CPI q/q,17.86,0.004,0.0,2005-11-18 17:45:00,NZDJPY,0.0
107180,NZD,GDT Price Index,30.29,,-0.024,2005-11-19 10:33:00,NZDJPY,-2.0
107158,NZD,CPI q/q,17.86,0.004,0.0,2005-11-19 17:45:00,NZDJPY,-2.0
107092,NZD,GDT Price Index,30.29,,-0.024,2005-11-20 10:33:00,NZDJPY,-2.0
107070,NZD,CPI q/q,17.86,0.004,0.0,2005-11-20 17:45:00,NZDJPY,-2.0
107004,NZD,GDT Price Index,30.29,,-0.024,2005-11-21 10:33:00,NZDJPY,0.0
106982,NZD,CPI q/q,17.86,0.004,0.0,2005-11-21 17:45:00,NZDJPY,0.0
106916,NZD,GDT Price Index,30.29,,-0.024,2005-11-22 10:33:00,NZDJPY,0.0
106895,NZD,CPI q/q,17.86,0.004,0.0,2005-11-22 17:45:00,NZDJPY,0.0
106828,NZD,GDT Price Index,30.29,,-0.024,2005-11-23 10:33:00,NZDJPY,0.0
106805,NZD,CPI q/q,17.86,0.004,0.0,2005-11-23 17:45:00,NZDJPY,0.0
106740,NZD,GDT Price Index,30.29,,-0.024,2005-11-24 10:33:00,NZDJPY,0.0
106718,NZD,CPI q/q,17.86,0.004,0.0,2005-11-24 17:45:00,NZDJPY,0.0
106653,NZD,GDT Price Index,30.29,,-0.024,2005-11-25 10:33:00,NZDJPY,0.0
106630,NZD,CPI q/q,17.86,0.004,0.0,2005-11-25 17:45:00,NZDJPY,0.0
106564,NZD,GDT Price Index,30.29,,-0.024,2005-11-26 10:33:00,NZDJPY,-2.0
106542,NZD,CPI q/q,17.86,0.004,0.0,2005-11-26 17:45:00,NZDJPY,-2.0
106476,NZD,GDT Price Index,30.29,,-0.024,2005-11-27 10:33:00,NZDJPY,-2.0
106454,NZD,CPI q/q,17.86,0.004,0.0,2005-11-27 17:45:00,NZDJPY,-2.0
106386,NZD,GDT Price Index,30.29,,-0.024,2005-11-28 10:33:00,NZDJPY,0.0
106366,NZD,CPI q/q,17.86,0.004,0.0,2005-11-28 17:45:00,NZDJPY,0.0
106300,NZD,GDT Price Index,30.29,,-0.024,2005-11-29 10:33:00,NZDJPY,0.0
106278,NZD,CPI q/q,17.86,0.004,0.0,2005-11-29 17:45:00,NZDJPY,0.0
106212,NZD,GDT Price Index,30.29,,-0.024,2005-11-30 10:33:00,NZDJPY,0.0
106190,NZD,CPI q/q,17.86,0.004,0.0,2005-11-30 17:45:00,NZDJPY,0.0
106124,NZD,GDT Price Index,30.29,,-0.024,2005-12-01 10:33:00,NZDJPY,0.0
106102,NZD,CPI q/q,17.86,0.004,0.0,2005-12-01 17:45:00,NZDJPY,0.0
106036,NZD,GDT Price Index,30.29,,-0.024,2005-12-02 10:33:00,NZDJPY,0.0
106014,NZD,CPI q/q,17.86,0.004,0.0,2005-12-02 17:45:00,NZDJPY,-1.0
105948,NZD,GDT Price Index,30.29,,-0.024,2005-12-03 10:33:00,NZDJPY,-2.0
105926,NZD,CPI q/q,17.86,0.004,0.0,2005-12-03 17:45:00,NZDJPY,-2.0
105860,NZD,GDT Price Index,30.29,,-0.024,2005-12-04 10:33:00,NZDJPY,-2.0
105838,NZD,CPI q/q,17.86,0.004,0.0,2005-12-04 17:45:00,NZDJPY,-2.0
105772,NZD,GDT Price Index,30.29,,-0.024,2005-12-05 10:33:00,NZDJPY,0.0
105750,NZD,CPI q/q,17.86,0.004,0.0,2005-12-05 17:45:00,NZDJPY,0.0
105681,NZD,GDT Price Index,30.29,,-0.024,2005-12-06 10:33:00,NZDJPY,0.0
105659,NZD,CPI q/q,17.86,0.004,0.0,2005-12-06 17:45:00,NZDJPY,0.0
105596,NZD,GDT Price Index,30.29,,-0.024,2005-12-07 10:33:00,NZDJPY,1.0
105574,NZD,CPI q/q,17.86,0.004,0.0,2005-12-07 17:45:00,NZDJPY,0.0
105508,NZD,GDT Price Index,30.29,,-0.024,2005-12-08 10:33:00,NZDJPY,0.0
105486,NZD,CPI q/q,17.86,0.004,0.0,2005-12-08 17:45:00,NZDJPY,0.0
105420,NZD,GDT Price Index,30.29,,-0.024,2005-12-09 10:33:00,NZDJPY,0.0
105398,NZD,CPI q/q,17.86,0.004,0.0,2005-12-09 17:45:00,NZDJPY,0.0
105330,NZD,GDT Price Index,30.29,,-0.024,2005-12-10 10:33:00,NZDJPY,-2.0
105310,NZD,CPI q/q,17.86,0.004,0.0,2005-12-10 17:45:00,NZDJPY,-2.0
105244,NZD,GDT Price Index,30.29,,-0.024,2005-12-11 10:33:00,NZDJPY,-2.0
105222,NZD,CPI q/q,17.86,0.004,0.0,2005-12-11 17:45:00,NZDJPY,-2.0
105156,NZD,GDT Price Index,30.29,,-0.024,2005-12-12 10:33:00,NZDJPY,0.0
105134,NZD,CPI q/q,17.86,0.004,0.0,2005-12-12 17:45:00,NZDJPY,0.0
105068,NZD,GDT Price Index,30.29,,-0.024,2005-12-13 10:33:00,NZDJPY,0.0
105047,NZD,CPI q/q,17.86,0.004,0.0,2005-12-13 17:45:00,NZDJPY,0.0
104980,NZD,GDT Price Index,30.29,,-0.024,2005-12-14 10:33:00,NZDJPY,0.0
104958,NZD,CPI q/q,17.86,0.004,0.0,2005-12-14 17:45:00,NZDJPY,2.0
104891,NZD,GDT Price Index,30.29,,-0.024,2005-12-15 10:33:00,NZDJPY,2.0
104870,NZD,CPI q/q,17.86,0.004,0.0,2005-12-15 17:45:00,NZDJPY,0.0
104806,NZD,GDT Price Index,30.29,,-0.024,2005-12-16 10:33:00,NZDJPY,0.0
104782,NZD,CPI q/q,17.86,0.004,0.0,2005-12-16 17:45:00,NZDJPY,0.0
104716,NZD,GDT Price Index,30.29,,-0.024,2005-12-17 10:33:00,NZDJPY,-2.0
104694,NZD,CPI q/q,17.86,0.004,0.0,2005-12-17 17:45:00,NZDJPY,-2.0
104628,NZD,GDT Price Index,30.29,,-0.024,2005-12-18 10:33:00,NZDJPY,-2.0
104606,NZD,CPI q/q,17.86,0.004,0.0,2005-12-18 17:45:00,NZDJPY,-2.0
104540,NZD,GDT Price Index,30.29,,-0.024,2005-12-19 10:33:00,NZDJPY,0.0
104518,NZD,CPI q/q,17.86,0.004,0.0,2005-12-19 17:45:00,NZDJPY,0.0
104449,NZD,GDT Price Index,30.29,,-0.024,2005-12-20 10:33:00,NZDJPY,0.0
104430,NZD,CPI q/q,17.86,0.004,0.0,2005-12-20 17:45:00,NZDJPY,0.0
104364,NZD,GDT Price Index,30.29,,-0.024,2005-12-21 10:33:00,NZDJPY,0.0
104342,NZD,CPI q/q,17.86,0.004,0.0,2005-12-21 17:45:00,NZDJPY,0.0
104276,NZD,GDT Price Index,30.29,,-0.024,2005-12-22 10:33:00,NZDJPY,0.0
104254,NZD,CPI q/q,17.86,0.004,0.0,2005-12-22 17:45:00,NZDJPY,1.0
104188,NZD,GDT Price Index,30.29,,-0.024,2005-12-23 10:33:00,NZDJPY,0.0
104166,NZD,CPI q/q,17.86,0.004,0.0,2005-12-23 17:45:00,NZDJPY,0.0
104100,NZD,GDT Price Index,30.29,,-0.024,2005-12-24 10:33:00,NZDJPY,-2.0
104078,NZD,CPI q/q,17.86,0.004,0.0,2005-12-24 17:45:00,NZDJPY,-2.0
104012,NZD,GDT Price Index,30.29,,-0.024,2005-12-25 10:33:00,NZDJPY,-2.0
103990,NZD,CPI q/q,17.86,0.004,0.0,2005-12-25 17:45:00,NZDJPY,-2.0
103924,NZD,GDT Price Index,30.29,,-0.024,2005-12-26 10:33:00,NZDJPY,0.0
103902,NZD,CPI q/q,17.86,0.004,0.0,2005-12-26 17:45:00,NZDJPY,0.0
103836,NZD,GDT Price Index,30.29,,-0.024,2005-12-27 10:33:00,NZDJPY,0.0
103814,NZD,CPI q/q,17.86,0.004,0.0,2005-12-27 17:45:00,NZDJPY,0.0
103748,NZD,GDT Price Index,30.29,,-0.024,2005-12-28 10:33:00,NZDJPY,0.0
103726,NZD,CPI q/q,17.86,0.004,0.0,2005-12-28 17:45:00,NZDJPY,0.0
103663,NZD,GDT Price Index,30.29,,-0.024,2005-12-29 10:33:00,NZDJPY,0.0
103638,NZD,CPI q/q,17.86,0.004,0.0,2005-12-29 17:45:00,NZDJPY,0.0
103572,NZD,GDT Price Index,30.29,,-0.024,2005-12-30 10:33:00,NZDJPY,0.0
103550,NZD,CPI q/q,17.86,0.004,0.0,2005-12-30 17:45:00,NZDJPY,0.0
103484,NZD,GDT Price Index,30.29,,-0.024,2005-12-31 10:33:00,NZDJPY,-2.0
103462,NZD,CPI q/q,17.86,0.004,0.0,2005-12-31 17:45:00,NZDJPY,-2.0
103395,NZD,GDT Price Index,30.29,,-0.024,2006-01-01 10:33:00,NZDJPY,-2.0
103374,NZD,CPI q/q,17.86,0.004,0.0,2006-01-01 17:45:00,NZDJPY,-2.0
103308,NZD,GDT Price Index,30.29,,-0.024,2006-01-02 10:33:00,NZDJPY,0.0
103286,NZD,CPI q/q,17.86,0.004,0.0,2006-01-02 17:45:00,NZDJPY,0.0
103220,NZD,GDT Price Index,30.29,,-0.024,2006-01-03 10:33:00,NZDJPY,0.0
103198,NZD,CPI q/q,17.86,0.004,0.0,2006-01-03 17:45:00,NZDJPY,1.0
103132,NZD,GDT Price Index,30.29,,-0.024,2006-01-04 10:33:00,NZDJPY,0.0
103110,NZD,CPI q/q,17.86,0.004,0.0,2006-01-04 17:45:00,NZDJPY,0.0
103044,NZD,GDT Price Index,30.29,,-0.024,2006-01-05 10:33:00,NZDJPY,0.0
103022,NZD,CPI q/q,17.86,0.004,0.0,2006-01-05 17:45:00,NZDJPY,0.0
102956,NZD,GDT Price Index,30.29,,-0.024,2006-01-06 10:33:00,NZDJPY,0.0
102936,NZD,CPI q/q,17.86,0.004,0.0,2006-01-06 17:45:00,NZDJPY,0.0
102868,NZD,GDT Price Index,30.29,,-0.024,2006-01-07 10:33:00,NZDJPY,-2.0
102846,NZD,CPI q/q,17.86,0.004,0.0,2006-01-07 17:45:00,NZDJPY,-2.0
102780,NZD,GDT Price Index,30.29,,-0.024,2006-01-08 10:33:00,NZDJPY,-2.0
102761,NZD,CPI q/q,17.86,0.004,0.0,2006-01-08 17:45:00,NZDJPY,-2.0
102692,NZD,GDT Price Index,30.29,,-0.024,2006-01-09 10:33:00,NZDJPY,0.0
102670,NZD,CPI q/q,17.86,0.004,0.0,2006-01-09 17:45:00,NZDJPY,0.0
102602,NZD,GDT Price Index,30.29,,-0.024,2006-01-10 10:33:00,NZDJPY,0.0
102582,NZD,CPI q/q,17.86,0.004,0.0,2006-01-10 17:45:00,NZDJPY,0.0
102516,NZD,GDT Price Index,30.29,,-0.024,2006-01-11 10:33:00,NZDJPY,0.0
102494,NZD,CPI q/q,17.86,0.004,0.0,2006-01-11 17:45:00,NZDJPY,0.0
102437,NZD,GDT Price Index,30.29,,-0.024,2006-01-12 10:33:00,NZDJPY,0.0
102406,NZD,CPI q/q,17.86,0.004,0.0,2006-01-12 17:45:00,NZDJPY,0.0
102340,NZD,GDT Price Index,30.29,,-0.024,2006-01-13 10:33:00,NZDJPY,0.0
102318,NZD,CPI q/q,17.86,0.004,0.0,2006-01-13 17:45:00,NZDJPY,0.0
102249,NZD,GDT Price Index,30.29,,-0.024,2006-01-14 10:33:00,NZDJPY,-2.0
102231,NZD,CPI q/q,17.86,0.004,0.0,2006-01-14 17:45:00,NZDJPY,-2.0
102166,NZD,GDT Price Index,30.29,,-0.024,2006-01-15 10:33:00,NZDJPY,-2.0
102142,NZD,CPI q/q,17.86,0.004,0.0,2006-01-15 17:45:00,NZDJPY,-2.0
102077,NZD,GDT Price Index,30.29,,-0.024,2006-01-16 10:33:00,NZDJPY,0.0
102058,NZD,CPI q/q,17.86,0.004,0.0,2006-01-16 17:45:00,NZDJPY,0.0
101986,NZD,GDT Price Index,30.29,,-0.024,2006-01-17 10:33:00,NZDJPY,0.0
101963,NZD,CPI q/q,17.86,0.004,0.0,2006-01-17 17:45:00,NZDJPY,0.0
101900,NZD,GDT Price Index,30.29,,-0.024,2006-01-18 10:33:00,NZDJPY,0.0
101878,NZD,CPI q/q,17.86,0.004,0.0,2006-01-18 17:45:00,NZDJPY,0.0
101811,NZD,GDT Price Index,30.29,,-0.024,2006-01-19 10:33:00,NZDJPY,0.0
101789,NZD,CPI q/q,17.86,0.004,0.0,2006-01-19 17:45:00,NZDJPY,0.0
101724,NZD,GDT Price Index,30.29,,-0.024,2006-01-20 10:33:00,NZDJPY,0.0
101702,NZD,CPI q/q,17.86,0.004,0.0,2006-01-20 17:45:00,NZDJPY,0.0
101636,NZD,GDT Price Index,30.29,,-0.024,2006-01-21 10:33:00,NZDJPY,-2.0
101616,NZD,CPI q/q,17.86,0.004,0.0,2006-01-21 17:45:00,NZDJPY,-2.0
101548,NZD,GDT Price Index,30.29,,-0.024,2006-01-22 10:33:00,NZDJPY,-2.0
101526,NZD,CPI q/q,17.86,0.004,0.0,2006-01-22 17:45:00,NZDJPY,-2.0
101460,NZD,GDT Price Index,30.29,,-0.024,2006-01-23 10:33:00,NZDJPY,0.0
101438,NZD,CPI q/q,17.86,0.004,0.0,2006-01-23 17:45:00,NZDJPY,0.0
101375,NZD,GDT Price Index,30.29,,-0.024,2006-01-24 10:33:00,NZDJPY,0.0
101350,NZD,CPI q/q,17.86,0.004,0.0,2006-01-24 17:45:00,NZDJPY,0.0
101284,NZD,GDT Price Index,30.29,,-0.024,2006-01-25 10:33:00,NZDJPY,0.0
101262,NZD,CPI q/q,17.86,0.004,0.0,2006-01-25 17:45:00,NZDJPY,0.0
101217,NZD,GDT Price Index,30.29,,-0.024,2006-01-26 10:33:00,NZDJPY,0.0
101174,NZD,CPI q/q,17.86,0.004,0.0,2006-01-26 17:45:00,NZDJPY,0.0
101108,NZD,GDT Price Index,30.29,,-0.024,2006-01-27 10:33:00,NZDJPY,-1.0
101086,NZD,CPI q/q,17.86,0.004,0.0,2006-01-27 17:45:00,NZDJPY,-1.0
101020,NZD,GDT Price Index,30.29,,-0.024,2006-01-28 10:33:00,NZDJPY,-2.0
100998,NZD,CPI q/q,17.86,0.004,0.0,2006-01-28 17:45:00,NZDJPY,-2.0
100932,NZD,GDT Price Index,30.29,,-0.024,2006-01-29 10:33:00,NZDJPY,-2.0
100910,NZD,CPI q/q,17.86,0.004,0.0,2006-01-29 17:45:00,NZDJPY,-2.0
100844,NZD,GDT Price Index,30.29,,-0.024,2006-01-30 10:33:00,NZDJPY,0.0
100822,NZD,CPI q/q,17.86,0.004,0.0,2006-01-30 17:45:00,NZDJPY,0.0
100756,NZD,GDT Price Index,30.29,,-0.024,2006-01-31 10:33:00,NZDJPY,0.0
100734,NZD,CPI q/q,17.86,0.004,0.0,2006-01-31 17:45:00,NZDJPY,0.0
100668,NZD,GDT Price Index,30.29,,-0.024,2006-02-01 10:33:00,NZDJPY,0.0
100648,NZD,CPI q/q,17.86,0.004,0.0,2006-02-01 17:45:00,NZDJPY,0.0
100580,NZD,GDT Price Index,30.29,,-0.024,2006-02-02 10:33:00,NZDJPY,0.0
100558,NZD,CPI q/q,17.86,0.004,0.0,2006-02-02 17:45:00,NZDJPY,0.0
100492,NZD,GDT Price Index,30.29,,-0.024,2006-02-03 10:33:00,NZDJPY,0.0
100471,NZD,CPI q/q,17.86,0.004,0.0,2006-02-03 17:45:00,NZDJPY,0.0
100404,NZD,GDT Price Index,30.29,,-0.024,2006-02-04 10:33:00,NZDJPY,-2.0
100381,NZD,CPI q/q,17.86,0.004,0.0,2006-02-04 17:45:00,NZDJPY,-2.0
100316,NZD,GDT Price Index,30.29,,-0.024,2006-02-05 10:33:00,NZDJPY,-2.0
100294,NZD,CPI q/q,17.86,0.004,0.0,2006-02-05 17:45:00,NZDJPY,-2.0
100228,NZD,GDT Price Index,30.29,,-0.024,2006-02-06 10:33:00,NZDJPY,0.0
100212,NZD,CPI q/q,17.86,0.004,0.0,2006-02-06 17:45:00,NZDJPY,0.0
100140,NZD,GDT Price Index,30.29,,-0.024,2006-02-07 10:33:00,NZDJPY,1.0
100118,NZD,CPI q/q,17.86,0.004,0.0,2006-02-07 17:45:00,NZDJPY,0.0
100052,NZD,GDT Price Index,30.29,,-0.024,2006-02-08 10:33:00,NZDJPY,0.0
100031,NZD,CPI q/q,17.86,0.004,0.0,2006-02-08 17:45:00,NZDJPY,0.0
99964,NZD,GDT Price Index,30.29,,-0.024,2006-02-09 10:33:00,NZDJPY,0.0
99942,NZD,CPI q/q,17.86,0.004,0.0,2006-02-09 17:45:00,NZDJPY,0.0
99876,NZD,GDT Price Index,30.29,,-0.024,2006-02-10 10:33:00,NZDJPY,0.0
99854,NZD,CPI q/q,17.86,0.004,0.0,2006-02-10 17:45:00,NZDJPY,0.0
99788,NZD,GDT Price Index,30.29,,-0.024,2006-02-11 10:33:00,NZDJPY,-2.0
99773,NZD,CPI q/q,17.86,0.004,0.0,2006-02-11 17:45:00,NZDJPY,-2.0
99700,NZD,GDT Price Index,30.29,,-0.024,2006-02-12 10:33:00,NZDJPY,-2.0
99678,NZD,CPI q/q,17.86,0.004,0.0,2006-02-12 17:45:00,NZDJPY,-2.0
99612,NZD,GDT Price Index,30.29,,-0.024,2006-02-13 10:33:00,NZDJPY,0.0
99590,NZD,CPI q/q,17.86,0.004,0.0,2006-02-13 17:45:00,NZDJPY,0.0
99524,NZD,GDT Price Index,30.29,,-0.024,2006-02-14 10:33:00,NZDJPY,0.0
99502,NZD,CPI q/q,17.86,0.004,0.0,2006-02-14 17:45:00,NZDJPY,0.0
99436,NZD,GDT Price Index,30.29,,-0.024,2006-02-15 10:33:00,NZDJPY,0.0
99414,NZD,CPI q/q,17.86,0.004,0.0,2006-02-15 17:45:00,NZDJPY,0.0
99348,NZD,GDT Price Index,30.29,,-0.024,2006-02-16 10:33:00,NZDJPY,0.0
99326,NZD,CPI q/q,17.86,0.004,0.0,2006-02-16 17:45:00,NZDJPY,0.0
99260,NZD,GDT Price Index,30.29,,-0.024,2006-02-17 10:33:00,NZDJPY,0.0
99238,NZD,CPI q/q,17.86,0.004,0.0,2006-02-17 17:45:00,NZDJPY,0.0
99172,NZD,GDT Price Index,30.29,,-0.024,2006-02-18 10:33:00,NZDJPY,-2.0
99150,NZD,CPI q/q,17.86,0.004,0.0,2006-02-18 17:45:00,NZDJPY,-2.0
99087,NZD,GDT Price Index,30.29,,-0.024,2006-02-19 10:33:00,NZDJPY,-2.0
99065,NZD,CPI q/q,17.86,0.004,0.0,2006-02-19 17:45:00,NZDJPY,-2.0
98996,NZD,GDT Price Index,30.29,,-0.024,2006-02-20 10:33:00,NZDJPY,0.0
98974,NZD,CPI q/q,17.86,0.004,0.0,2006-02-20 17:45:00,NZDJPY,0.0
98908,NZD,GDT Price Index,30.29,,-0.024,2006-02-21 10:33:00,NZDJPY,0.0
98886,NZD,CPI q/q,17.86,0.004,0.0,2006-02-21 17:45:00,NZDJPY,0.0
98820,NZD,GDT Price Index,30.29,,-0.024,2006-02-22 10:33:00,NZDJPY,0.0
98798,NZD,CPI q/q,17.86,0.004,0.0,2006-02-22 17:45:00,NZDJPY,0.0
98732,NZD,GDT Price Index,30.29,,-0.024,2006-02-23 10:33:00,NZDJPY,0.0
98710,NZD,CPI q/q,17.86,0.004,0.0,2006-02-23 17:45:00,NZDJPY,0.0
98644,NZD,GDT Price Index,30.29,,-0.024,2006-02-24 10:33:00,NZDJPY,0.0
98621,NZD,CPI q/q,17.86,0.004,0.0,2006-02-24 17:45:00,NZDJPY,0.0
98556,NZD,GDT Price Index,30.29,,-0.024,2006-02-25 10:33:00,NZDJPY,-2.0
98534,NZD,CPI q/q,17.86,0.004,0.0,2006-02-25 17:45:00,NZDJPY,-2.0
98468,NZD,GDT Price Index,30.29,,-0.024,2006-02-26 10:33:00,NZDJPY,-2.0
98446,NZD,CPI q/q,17.86,0.004,0.0,2006-02-26 17:45:00,NZDJPY,-2.0
98379,NZD,GDT Price Index,30.29,,-0.024,2006-02-27 10:33:00,NZDJPY,0.0
98356,NZD,CPI q/q,17.86,0.004,0.0,2006-02-27 17:45:00,NZDJPY,0.0
98292,NZD,GDT Price Index,30.29,,-0.024,2006-02-28 10:33:00,NZDJPY,0.0
98270,NZD,CPI q/q,17.86,0.004,0.0,2006-02-28 17:45:00,NZDJPY,0.0
98204,NZD,GDT Price Index,30.29,,-0.024,2006-03-01 10:33:00,NZDJPY,0.0
98181,NZD,CPI q/q,17.86,0.004,0.0,2006-03-01 17:45:00,NZDJPY,0.0
98116,NZD,GDT Price Index,30.29,,-0.024,2006-03-02 10:33:00,NZDJPY,0.0
98094,NZD,CPI q/q,17.86,0.004,0.0,2006-03-02 17:45:00,NZDJPY,0.0
98028,NZD,GDT Price Index,30.29,,-0.024,2006-03-03 10:33:00,NZDJPY,0.0
98006,NZD,CPI q/q,17.86,0.004,0.0,2006-03-03 17:45:00,NZDJPY,0.0
97940,NZD,GDT Price Index,30.29,,-0.024,2006-03-04 10:33:00,NZDJPY,-2.0
97921,NZD,CPI q/q,17.86,0.004,0.0,2006-03-04 17:45:00,NZDJPY,-2.0
97855,NZD,GDT Price Index,30.29,,-0.024,2006-03-05 10:33:00,NZDJPY,-2.0
97830,NZD,CPI q/q,17.86,0.004,0.0,2006-03-05 17:45:00,NZDJPY,-2.0
97764,NZD,GDT Price Index,30.29,,-0.024,2006-03-06 10:33:00,NZDJPY,0.0
97742,NZD,CPI q/q,17.86,0.004,0.0,2006-03-06 17:45:00,NZDJPY,1.0
97678,NZD,GDT Price Index,30.29,,-0.024,2006-03-07 10:33:00,NZDJPY,0.0
97651,NZD,CPI q/q,17.86,0.004,0.0,2006-03-07 17:45:00,NZDJPY,0.0
97587,NZD,GDT Price Index,30.29,,-0.024,2006-03-08 10:33:00,NZDJPY,0.0
97566,NZD,CPI q/q,17.86,0.004,0.0,2006-03-08 17:45:00,NZDJPY,0.0
97500,NZD,GDT Price Index,30.29,,-0.024,2006-03-09 10:33:00,NZDJPY,0.0
97478,NZD,CPI q/q,17.86,0.004,0.0,2006-03-09 17:45:00,NZDJPY,0.0
97412,NZD,GDT Price Index,30.29,,-0.024,2006-03-10 10:33:00,NZDJPY,0.0
97390,NZD,CPI q/q,17.86,0.004,0.0,2006-03-10 17:45:00,NZDJPY,0.0
97324,NZD,GDT Price Index,30.29,,-0.024,2006-03-11 10:33:00,NZDJPY,-2.0
97300,NZD,CPI q/q,17.86,0.004,0.0,2006-03-11 17:45:00,NZDJPY,-2.0
97236,NZD,GDT Price Index,30.29,,-0.024,2006-03-12 10:33:00,NZDJPY,-2.0
97215,NZD,CPI q/q,17.86,0.004,0.0,2006-03-12 17:45:00,NZDJPY,-2.0
97148,NZD,GDT Price Index,30.29,,-0.024,2006-03-13 10:33:00,NZDJPY,0.0
97126,NZD,CPI q/q,17.86,0.004,0.0,2006-03-13 17:45:00,NZDJPY,0.0
97060,NZD,GDT Price Index,30.29,,-0.024,2006-03-14 10:33:00,NZDJPY,0.0
97039,NZD,CPI q/q,17.86,0.004,0.0,2006-03-14 17:45:00,NZDJPY,0.0
96974,NZD,GDT Price Index,30.29,,-0.024,2006-03-15 10:33:00,NZDJPY,0.0
96950,NZD,CPI q/q,17.86,0.004,0.0,2006-03-15 17:45:00,NZDJPY,0.0
96884,NZD,GDT Price Index,30.29,,-0.024,2006-03-16 10:33:00,NZDJPY,0.0
96862,NZD,CPI q/q,17.86,0.004,0.0,2006-03-16 17:45:00,NZDJPY,1.0
96796,NZD,GDT Price Index,30.29,,-0.024,2006-03-17 10:33:00,NZDJPY,0.0
96773,NZD,CPI q/q,17.86,0.004,0.0,2006-03-17 17:45:00,NZDJPY,0.0
96708,NZD,GDT Price Index,30.29,,-0.024,2006-03-18 10:33:00,NZDJPY,-2.0
96686,NZD,CPI q/q,17.86,0.004,0.0,2006-03-18 17:45:00,NZDJPY,-2.0
96620,NZD,GDT Price Index,30.29,,-0.024,2006-03-19 10:33:00,NZDJPY,-2.0
96598,NZD,CPI q/q,17.86,0.004,0.0,2006-03-19 17:45:00,NZDJPY,-2.0
96530,NZD,GDT Price Index,30.29,,-0.024,2006-03-20 10:33:00,NZDJPY,1.0
96518,NZD,CPI q/q,17.86,0.004,0.0,2006-03-20 17:45:00,NZDJPY,0.0
96444,NZD,GDT Price Index,30.29,,-0.024,2006-03-21 10:33:00,NZDJPY,0.0
96422,NZD,CPI q/q,17.86,0.004,0.0,2006-03-21 17:45:00,NZDJPY,0.0
96356,NZD,GDT Price Index,30.29,,-0.024,2006-03-22 10:33:00,NZDJPY,0.0
96337,NZD,CPI q/q,17.86,0.004,0.0,2006-03-22 17:45:00,NZDJPY,0.0
96268,NZD,GDT Price Index,30.29,,-0.024,2006-03-23 10:33:00,NZDJPY,0.0
96246,NZD,CPI q/q,17.86,0.004,0.0,2006-03-23 17:45:00,NZDJPY,0.0
96180,NZD,GDT Price Index,30.29,,-0.024,2006-03-24 10:33:00,NZDJPY,0.0
96158,NZD,CPI q/q,17.86,0.004,0.0,2006-03-24 17:45:00,NZDJPY,0.0
96093,NZD,GDT Price Index,30.29,,-0.024,2006-03-25 10:33:00,NZDJPY,-2.0
